item_id,order_id,product_id,quantity,unit_price,discount_percent
1457,128,P0086,1,2889.6,23.6
1458,12,P0381,1,3046.58,39.49
1459,443,P0099,4,4266.51,8.07
1460,123,P0090,3,2413.63,35.64
1461,151,P0034,2,4482.78,10.35
1462,351,P0309,4,2273.9,12.09
1463,257,P0329,2,644.67,30.2
1464,466,P0082,3,1299.83,36.1
1465,17,P0350,-1,3416.67,43.35
1466,37,P0401,4,2143.74,13.0
1467,398,P0311,5,3270.74,26.71
1468,424,P0372,1,392.95,40.58
1469,367,P0475,1,2606.64,32.48
1470,54,P0075,4,4250.64,37.9
1471,58,P0370,5,927.87,20.64
1472,125,P0408,3,2464.7,13.23
1473,38,P0235,3,4506.06,24.58
1474,176,P0152,2,3477.05,16.53
1475,291,P0141,4,3012.7,38.07
1476,14,P0114,2,4412.84,28.18
1477,367,P0082,3,2881.44,15.24
1478,80,P0381,4,4045.47,6.43
1479,197,P0132,5,3220.14,1.4
1480,76,P0300,2,159.13,18.21
1481,265,P0208,5,2437.17,45.0
1482,301,P0437,3,2555.37,26.17
1483,249,P0332,4,928.69,26.26
1484,195,P0008,2,3376.85,3.24
1485,115,P0077,2,1463.75,38.9
1486,183,P0256,1,2350.68,45.64
1487,434,P0420,1,3937.13,26.21
1488,187,P0341,2,260.92,31.32
1489,139,P0284,3,4812.12,42.33
1490,497,P0409,5,374.28,28.34
1491,409,P0379,2,995.15,46.82
1492,368,P0234,2,969.41,48.97
1493,47,P0381,3,1031.07,41.53
1494,68,P0268,1,1583.53,10.39
1495,298,P0245,2,2374.93,26.85
1496,325,P0038,1,1062.49,5.82
1497,52,P0278,1,2987.94,29.91
1498,298,P0221,3,4319.58,5.58
1499,100,P0302,4,4048.25,30.72
1500,129,P0387,4,2095.13,13.54
