vendor_id,vendor_name,region,risk_rating
V04165,Kirk Inc,APAC,High
V01317,King and Sons,LATAM,High
V01042,Wheeler-Austin,EMEA,Medium
V00968,Baker-Wilson,EMEA,High
V02234,"Ramos, Davidson and Smith",AMER,Medium
V02056,Davis-Ortiz,LATAM,High
V03169,Savage-Warren,APAC,Medium
V03113,Lopez-Harris,EMEA,High
V00538,"Jones, Compton and Day",LATAM,Medium
V03578,Lozano-Mccoy,LATAM,Medium
V01534,"Wilson, Mccormick and Smith",APAC,Low
V00520,"Richardson, Edwards and Ramirez",AMER,High
V02480,Patton and Sons,EMEA,Low
V01910,"Schneider, Porter and Hanna",AMER,High
V01069,Stokes and Sons,EMEA,Low
V00573,Luna-Gallagher,AMER,
V01889,Baldwin-Garcia,AMER,High
V04883,Cuevas-Holt,LATAM,Low
V03318,Bell-Wilson,APAC,Medium
V03098,"Johnson, Potter and Gordon",LATAM,High
V02120,Crosby-Richardson,EMEA,Medium
V04039,Wallace Ltd,LATAM,Low
V00974,Crane Group,EMEA,Low
V01227,Lopez Group,AMER,Low
V03441,Hale Group,AMER,Medium
V03388,Martinez-Daniels,AMER,Medium
V03454,"Bennett, Jones and Miller",APAC,High
V04218,Banks Group,LATAM,Medium
V03426,Jones-Franco,AMER,Medium
V01110,"Smith, Buck and Holland",APAC,
V00386,Kane PLC,AMER,High
V03818,"Oconnor, Rios and Sullivan",APAC,High
V00041,Ryan PLC,EMEA,High
V01453,Krause Ltd,AMER,Medium
V03778,Alvarez-Rogers,AMER,Low
V04673,"Holden, Larson and Alvarez",AMER,High
V01450,White-Coleman,APAC,Low
V04977,Francis-Smith,AMER,High
V03344,Torres Ltd,LATAM,Medium
V02785,"Wu, Key and Montoya",APAC,Low
V00783,Faulkner-Casey,AMER,Medium
V03394,Wheeler-Short,EMEA,High
V04062,Diaz Inc,EMEA,Medium
V04907,Anderson Inc,APAC,Medium
V01292,"Rowe, Lucas and Case",APAC,High
V02876,"Scott, Mullins and Miller",EMEA,High
V02184,"Patel, Mendez and Hammond",LATAM,Medium
V00649,"Zhang, Brooks and Miles",AMER,High
V02430,Dawson-Anderson,LATAM,High
V04091,"Castillo, Mathews and Lopez",EMEA,High
V03236,Gutierrez Group,AMER,Low
V00109,Hancock and Sons,APAC,High
V03196,"Kim, Campbell and Oliver",APAC,Low
V03967,Freeman LLC,EMEA,Low
V04838,Douglas-Diaz,AMER,Medium
V04927,Woodard Inc,AMER,Medium
V04665,Brooks-Myers,LATAM,Medium
V02984,Ramirez-Bell,APAC,High
V03541,Johnson PLC,AMER,Low
V00422,"Cole, Glass and Cunningham",AMER,High
V04909,Snyder-Ferrell,EMEA,Low
V01032,"Jones, Scott and Rodriguez",APAC,Low
V01633,"Miller, Gonzalez and Rasmussen",EMEA,Low
V02579,Pena-Dyer,AMER,Medium
V02084,"Norris, Cisneros and Mathis",LATAM,Low
V04204,Johnson Group,APAC,Medium
V04049,Ross-Mathews,EMEA,High
V01940,"Young, Wilson and Moreno",LATAM,Low
V01123,Guerrero-Becker,AMER,Medium
V01735,"Stewart, Herrera and Clark",AMER,Medium
V00525,Gonzalez-Taylor,AMER,Medium
V01642,"Taylor, Blair and Meyer",EMEA,Medium
V04399,Hamilton Ltd,LATAM,High
V01526,"Vang, Gonzalez and Moss",EMEA,High
V01973,"Shah, Mcintyre and Villanueva",EMEA,Low
V04685,"Stewart, Robinson and Shaffer",EMEA,High
V00939,"Flores, Mckenzie and Duncan",LATAM,High
V00312,Parsons-Hall,APAC,Medium
V04060,Barnes and Sons,AMER,Medium
V01621,Cole-Johnson,EMEA,Low
V04478,"Woods, Thomas and Decker",APAC,
V00543,Torres and Sons,EMEA,High
V02401,Smith-Ramirez,APAC,High
V03076,Ryan-Vasquez,LATAM,Medium
V02549,"Martinez, Hicks and Kelly",AMER,Medium
V04790,Webb-Murphy,EMEA,Low
V01836,"Curry, Acosta and Elliott",EMEA,Low
V04817,Mcneil PLC,AMER,High
V02320,"Leach, Skinner and Mills",AMER,Medium
V00381,"Richardson, Farmer and Andrews",EMEA,High
V02626,Gonzales PLC,AMER,Low
V02904,Thompson Ltd,APAC,High
V03009,Hart-Myers,LATAM,Medium
V00747,Ali PLC,EMEA,
V01573,Andrade-Jackson,AMER,Low
V04496,Mason LLC,LATAM,Medium
V00269,Hicks-Hill,LATAM,High
V02806,"Allen, Lewis and Mullins",LATAM,Low
V01139,Moreno-Gutierrez,AMER,High
V01523,Huang LLC,EMEA,Low
V02779,Smith LLC,APAC,Low
V04585,   porter llc  ,LATAM,High
V03958,"Lawrence, George and Evans",AMER,High
V04659,"   lopez, austin and buchanan  ",LATAM,High
V00309,"Phillips, Spence and Barrett",EMEA,Medium
V00812,"Wilson, Sweeney and Wong",APAC,
V01453,Krause Ltd,AMER,Medium
V03417,Carpenter Inc,EMEA,
V00995,Mayo Ltd,LATAM,Low
V00585,"Patel, Erickson and Evans",AMER,Low
V02804,"Davies, Archer and Owens",AMER,Medium
V00232,"Choi, Garcia and Farmer",LATAM,Low
V03136,Payne-Novak,LATAM,Medium
V04527,Brewer Group,LATAM,Medium
V02463,Scott-Wilson,LATAM,Low
V02506,Lee-Velasquez,AMER,Low
V04833,Hernandez Inc,LATAM,Medium
V04705,Wright-Roberts,AMER,High
V04994,Norris Inc,AMER,Low
V04984,Bradley-Smith,LATAM,Medium
V01820,Perez-Coleman,AMER,High
V00519,Hines-Berry,EMEA,Low
V03986,"Trujillo, Proctor and Wang",APAC,Medium
V00663,"Brown, Mcknight and Michael",EMEA,Low
V00371,Mcdaniel Group,LATAM,Low
V01107,"Chan, Lewis and Walker",AMER,High
V01104,"Arnold, Cooper and Monroe",AMER,Low
V00518,"Hernandez, Cole and Watson",APAC,Medium
V03090,"Perkins, Woods and Wheeler",APAC,High
V00945,Wood LLC,LATAM,
V02643,"Warren, Gibson and Wood",LATAM,Low
V04110,Ryan-Steele,AMER,High
V02312,Alvarez-Hart,EMEA,High
V02985,Wright-Jacobson,EMEA,High
V00110,Johnson-Doyle,LATAM,High
V02202,Powers-Blackwell,AMER,Low
V04426,Hobbs-Nguyen,AMER,Medium
V00542,"Bartlett, Brown and Martinez",AMER,Low
V03927,Thomas LLC,EMEA,Low
V03145,Ortiz-Harvey,AMER,Low
V03445,Cervantes-Stokes,APAC,Low
V03639,"Smith, Gray and Deleon",APAC,Medium
V01009,"Thomas, Vaughan and Copeland",LATAM,High
V02955,Smith-Stephenson,LATAM,Low
V04503,Hicks-Calderon,APAC,Low
V03797,Davis-Sanchez,AMER,Low
V01006,Thompson PLC,LATAM,High
V00794,Ferguson-Mclean,EMEA,High
V04109,"Heath, Warren and Mcbride",AMER,Low
V03023,Holloway and Sons,EMEA,High
V03386,Campos PLC,AMER,Low
V02295,Hood and Sons,EMEA,Medium
V02271,Anderson-Stewart,EMEA,Medium
V04057,"Moore, Neal and Farmer",AMER,Low
V04635,"Ward, Perez and Baker",AMER,Low
V01659,Miller-Chan,LATAM,Medium
V04891,Gardner LLC,APAC,High
V03778,Alvarez-Rogers,AMER,Low
V01346,"Velez, Ward and Harrison",LATAM,Low
V04865,Cole LLC,LATAM,High
V01383,Kent Inc,AMER,Medium
V00927,Brady LLC,AMER,Low
V02533,Underwood PLC,EMEA,
V00465,"Rosales, Mitchell and Hines",EMEA,High
V03260,"Clements, Moreno and Sanders",APAC,Low
V01410,Miller LLC,LATAM,Low
V01358,"Love, Wilson and Hall",AMER,Low
V02671,Wilson-Stark,AMER,Low
V03712,Miller-Booker,AMER,Medium
V00631,Small-Anderson,AMER,Low
V04708,Brewer Inc,AMER,Medium
V00276,"Burns, Hernandez and Ryan",LATAM,Medium
V01465,Cooper-Jenkins,APAC,Medium
V01003,Adams Ltd,APAC,Medium
V00688,"Shelton, Peters and Williams",LATAM,Medium
V00027,Baker and Sons,EMEA,High
V00710,Edwards-Williams,APAC,
V03302,"Webb, Davis and Miranda",LATAM,High
V03470,George-Salazar,EMEA,Low
V00789,"Clark, Salinas and Guerra",APAC,High
V01428,"Goodman, Peterson and Spencer",EMEA,High
V00643,Green LLC,EMEA,High
V00711,Figueroa Inc,APAC,Low
V00923,Parker Ltd,AMER,Low
V02396,Keller Ltd,AMER,Medium
V04917,Johnson-Zavala,APAC,Medium
V02345,Martin and Sons,APAC,Low
V02221,Fowler-Haynes,AMER,Medium
V03944,"Jones, Tran and Nichols",EMEA,Low
V01145,"Brown, Hayes and Clark",LATAM,Low
V02829,"Ortega, Solis and Warner",APAC,Low
V04382,Terry-Rogers,EMEA,High
V04747,Bennett-Brooks,EMEA,Low
V01226,"Newton, Ortiz and King",APAC,Low
V01522,Daniels and Sons,APAC,Medium
V00319,Buchanan LLC,LATAM,Medium
V03542,Rogers-Russell,APAC,Low
V02911,Woods-Anderson,EMEA,Medium
V03230,Burton Ltd,APAC,Low
V04627,Flores and Sons,AMER,Medium
V02787,Hester LLC,APAC,Low
V02315,Davis-Palmer,LATAM,Low
V03185,Reese and Sons,LATAM,High
V02725,Watkins and Sons,AMER,High
V04584,"Mendez, Williams and Henry",EMEA,
V02235,Fuller LLC,EMEA,Medium
V00183,Jackson-Lawson,AMER,Medium
V00695,Price LLC,LATAM,High
V00089,Suarez LLC,AMER,Medium
V03593,Roberts LLC,EMEA,Low
V04452,"Leon, Hale and Winters",EMEA,Low
V02029,Ferguson Inc,EMEA,Low
V03773,Weeks PLC,APAC,High
V00012,Dudley Group,APAC,High
V03204,Bell Group,APAC,High
V01782,Patel-Morales,AMER,
V03822,Coleman-Harmon,LATAM,Low
V02072,Ward-Fields,EMEA,Medium
V00003,"Mcclain, Miller and Henderson",AMER,High
V04688,"Irwin, Nelson and Tucker",AMER,Low
V03496,"Gordon, Brown and Mccullough",LATAM,High
V01531,"Evans, Ward and Williams",EMEA,Low
V04177,"Melendez, Alvarado and Phelps",AMER,Medium
V02567,"Lewis, Castillo and Tate",LATAM,Medium
V02554,Collins-Mcclure,LATAM,Medium
V01085,Vaughn-Williams,AMER,High
V02004,Marsh-Dougherty,EMEA,Medium
V03328,Andrade Ltd,LATAM,Medium
V00842,Medina and Sons,EMEA,Low
V01458,Taylor-Barry,AMER,Low
V01245,"Hester, Thompson and Daniels",LATAM,High
V02640,Johnson Ltd,EMEA,Medium
V02265,Barajas-Crosby,APAC,Low
V00681,Morales and Sons,APAC,High
V01859,Gregory-Nixon,EMEA,Low
V00704,Dominguez Ltd,AMER,High
V01357,"Campbell, Hernandez and Moore",EMEA,High
V03899,"Murray, Sanchez and Morrison",LATAM,Low
V04719,Chavez-Carter,APAC,Medium
V01854,Jackson Group,EMEA,Medium
V03498,Skinner PLC,EMEA,Low
V01764,Austin-Morgan,AMER,Low
V03709,"Barnett, Kennedy and Jackson",LATAM,Medium
V04578,Martinez-Lopez,APAC,High
V03708,"Jacobs, Levy and Mclaughlin",EMEA,Medium
V04796,   terry plc  ,EMEA,
V01223,Smith LLC,APAC,High
V00196,"Nelson, Morton and Medina",EMEA,Medium
V03086,Brown and Sons,EMEA,Medium
V01426,Black-Smith,LATAM,Medium
V03544,Martin Inc,LATAM,
V01588,"Wright, Scott and Evans",EMEA,Low
V00483,"Andrews, Higgins and Carter",APAC,High
V02346,"Park, Maynard and Ruiz",LATAM,Low
V00656,Wilson-Harris,LATAM,Medium
V00357,Hayes and Sons,LATAM,Low
V02216,Cox Ltd,AMER,
V02947,Jordan and Sons,APAC,High
V02021,Huber-Montgomery,EMEA,Medium
V00648,Mendoza Group,APAC,High
V01893,Ortega LLC,APAC,Medium
V00522,Holmes-Mcintyre,EMEA,High
V00790,Fuentes Group,AMER,Low
V03557,Hall-Edwards,AMER,High
V03685,Ross-Phillips,AMER,Medium
V03243,"Smith, Boyd and Scott",LATAM,Medium
V04752,Smith and Sons,LATAM,Medium
V03254,"Collins, Bauer and Mckay",AMER,High
V03616,"Vincent, Curry and Smith",LATAM,High
V04184,"Haney, Johnson and Walker",LATAM,Medium
V02523,"Walker, Ramirez and Fisher",AMER,High
V03658,"Johnson, Hill and Harris",EMEA,High
V04636,Goodwin Inc,APAC,Low
V02758,"Dawson, Cruz and Mccarthy",AMER,Medium
V01066,"Johnson, Duncan and Black",EMEA,High
V04370,Howell PLC,EMEA,Low
V02877,Hunter LLC,LATAM,High
V00134,"   carroll, sullivan and bass  ",LATAM,High
V04702,Thomas-Jones,AMER,Medium
V03793,Ellis-Martin,AMER,Medium
V02212,King-Lawrence,EMEA,Medium
V00022,"Watts, Robinson and Nguyen",APAC,Low
V03900,Robles Group,EMEA,High
V00990,Holland Group,EMEA,High
V01775,Durham-Myers,AMER,Low
V01817,English-Dominguez,LATAM,Medium
V04587,Mullins-Carrillo,AMER,High
V02307,Holland-Best,AMER,
V03794,Hopkins and Sons,APAC,High
V01805,Smith PLC,LATAM,Low
V04305,"Griffith, Johnson and Alexander",AMER,High
V04193,Diaz-Schaefer,EMEA,High
V02366,"Curry, Estrada and Anderson",APAC,High
V04014,"Brooks, Knight and Forbes",LATAM,Medium
V04495,Blake and Sons,AMER,High
V04117,Griffith LLC,EMEA,High
V00752,"Ramsey, Mason and Mccann",EMEA,High
V03642,"Gonzalez, Moore and Nichols",APAC,High
V02885,Guzman and Sons,APAC,Medium
V00757,Kelly Group,APAC,Medium
V00855,"Bell, Campbell and Ryan",APAC,Low
V04258,"Adkins, Duncan and Thompson",AMER,High
V02390,"Fisher, Perez and Pham",EMEA,Low
V01193,"Brown, Dunlap and Moore",AMER,Low
V00135,Mitchell-Jordan,LATAM,
V00045,"Arroyo, Miller and Tucker",EMEA,Low
V03882,Mitchell-Middleton,AMER,High
V01403,Arias-Morales,EMEA,High
V04306,Guzman LLC,EMEA,High
V03911,"Soto, Alexander and Cobb",EMEA,Medium
V00795,"Barnes, Johnson and Schmitt",LATAM,High
V01639,Zamora-Briggs,APAC,Low
V03603,Dennis-Wilson,AMER,Low
V00885,Lewis Inc,APAC,Medium
V04112,"Walters, Montgomery and Bridges",EMEA,High
V01903,Randall LLC,APAC,High
V04827,"Torres, Valdez and Briggs",APAC,Low
V00293,Bright-Francis,LATAM,Low
V03679,"Haney, Miller and Garcia",APAC,Low
V02238,Hayes-Russo,APAC,High
V01730,Nielsen-Mendoza,AMER,Medium
V04732,Taylor-Williams,APAC,Low
V00318,Burgess-Thompson,AMER,Medium
V02030,Sullivan Group,APAC,Low
V04406,Miller and Sons,EMEA,Medium
V03759,Burgess Ltd,AMER,High
V02780,Ortega Inc,AMER,Low
V00756,Bowers-Hayes,AMER,Medium
V01091,Adams-Butler,EMEA,Low
V03849,Benson Inc,AMER,Low
V00057,"Washington, Ryan and Cummings",AMER,Low
V02252,Roberts-Snyder,AMER,Low
V02330,"Cole, Morton and Peterson",EMEA,Medium
V04504,Lewis-Herrera,LATAM,High
V03851,Hill-Barker,AMER,High
V03736,Salazar Ltd,LATAM,High
V04211,"Terry, Torres and Hall",AMER,Medium
V00734,Chung-Stevens,AMER,High
V02395,Hamilton Group,EMEA,High
V00850,Gonzales Inc,APAC,High
V00033,"Ferrell, Rice and Maddox",EMEA,High
V02370,Howard LLC,EMEA,High
V01741,"Hodge, Mckinney and Nelson",APAC,High
V04902,Day-Gonzalez,EMEA,High
V03730,Johnson-Hill,AMER,Medium
V01536,Barker-Moore,LATAM,Low
V04391,Maxwell Inc,LATAM,High
V03173,Alvarez-Barker,LATAM,
V02267,"Harvey, Turner and Foster",LATAM,Medium
V04837,Pineda-Clark,EMEA,Low
V03180,Mosley and Sons,EMEA,Medium
V02263,Hawkins Inc,EMEA,Low
V01099,Hull Ltd,EMEA,Medium
V03821,"Choi, Morales and Wise",LATAM,Medium
V00468,Wilkerson-Arias,EMEA,Medium
V04467,Quinn-Moss,EMEA,Low
V04161,Bowers-Nguyen,APAC,High
V03395,"   olson, rivera and brown  ",EMEA,Low
V00646,"Carrillo, Vaughn and Fowler",AMER,High
V03788,"Morales, Johnson and Hunt",EMEA,Medium
V00235,Ortiz Ltd,APAC,High
V04439,Costa-Brown,LATAM,Low
V01733,"Huang, Ford and Olsen",APAC,Medium
V00437,Ortiz-Morgan,APAC,Low
V04932,Harrison LLC,AMER,Low
V03321,Davis-Wong,APAC,High
V02486,"James, Bell and Chen",EMEA,Medium
V01745,Brooks Inc,LATAM,High
V02008,Hill Ltd,EMEA,Low
V03292,Ware-Williams,LATAM,Medium
V03480,Cannon-Dominguez,LATAM,Low
V03754,Stewart Ltd,APAC,High
V00308,Armstrong-Andrews,APAC,High
V00436,Cox LLC,APAC,Low
V00424,Hernandez-Jones,APAC,Low
V01975,Quinn-Gordon,APAC,Low
V04717,"Moon, Davis and Dominguez",EMEA,Low
V04480,"Nguyen, Thompson and Austin",LATAM,Medium
V00719,White-Preston,LATAM,High
V00722,Duran Group,EMEA,Low
V03368,"Flowers, Williams and Taylor",LATAM,High
V00245,"Fernandez, Kim and George",EMEA,Low
V00739,Walsh Ltd,APAC,Medium
V00845,Adams PLC,AMER,Low
V01866,Meyer Ltd,AMER,
V00534,Mcdonald-Bird,EMEA,High
V01649,Douglas PLC,EMEA,High
V00861,"Morris, Wright and Bridges",APAC,Low
V01954,Maxwell LLC,APAC,High
V04953,Chung-Andrews,APAC,Low
V00603,"Becker, Lara and Baker",LATAM,High
V02987,"Garner, Lewis and Kennedy",EMEA,Medium
V02159,Watkins-Lozano,EMEA,Medium
V00989,Mendez PLC,LATAM,Low
V00114,Gonzalez Group,APAC,Medium
V02886,"Howard, Anderson and Dean",AMER,Low
V03500,Martinez Ltd,EMEA,Medium
V04554,Olsen Group,AMER,Medium
V04818,Underwood and Sons,EMEA,High
V00651,Gill Ltd,APAC,High
V00823,Wilson-Lambert,EMEA,High
V03792,Parker and Sons,AMER,High
V01389,Pearson-King,APAC,Low
V02911,Woods-Anderson,EMEA,Medium
V02048,Bell-Madden,AMER,
V01898,Finley-Meyers,AMER,Medium
V02439,Zuniga LLC,EMEA,Medium
V03092,Miller Inc,EMEA,Low
V04806,Sanchez-Ballard,EMEA,High
V00237,Warner-Gibson,AMER,High
V01845,Hopkins LLC,LATAM,High
V04804,Reilly-Sanders,EMEA,High
V04896,"Bell, Peterson and Price",LATAM,Medium
V04517,Robinson and Sons,AMER,High
V02793,Robertson-Keller,APAC,Low
V00786,Vargas PLC,EMEA,Low
V01288,Jackson PLC,AMER,Medium
V03952,Mills Inc,AMER,High
V01055,Davis-Stephens,APAC,Low
V03518,Anderson Inc,EMEA,Medium
V04148,"Stone, Schaefer and Reyes",LATAM,Medium
V02442,Harrell Group,EMEA,Medium
V03767,Johnson PLC,EMEA,Low
V00344,Davis-Lewis,AMER,High
V04487,Cooper-Jones,LATAM,High
V02367,Moore Group,AMER,High
V00820,Goodwin-Stokes,EMEA,High
V04376,Nelson Ltd,LATAM,Low
V00594,Smith LLC,LATAM,High
V02474,Marshall-Russell,LATAM,Medium
V02150,Alvarez-Dickerson,APAC,Medium
V02816,"Burch, Kim and Hall",APAC,High
V04930,Rush PLC,EMEA,High
V01421,Carrillo-Todd,AMER,Low
V00025,"Walter, Edwards and Rios",LATAM,Medium
V03052,Perez Group,AMER,Low
V04096,Peterson-Wiggins,EMEA,Medium
V01518,Collins-Lloyd,LATAM,High
V01371,Carlson-Jones,AMER,Medium
V03002,"Hester, Jacobson and West",APAC,Medium
V00236,"Harrison, Johnson and Roberts",APAC,High
V00723,Kirby and Sons,AMER,Medium
V04863,Sloan-Lynch,APAC,High
V03645,Case Inc,LATAM,Low
V02423,Coleman and Sons,AMER,Low
V01612,Bailey-Flores,APAC,Low
V03907,"Frank, Holland and Ferguson",EMEA,Medium
V02118,Spencer LLC,EMEA,Medium
V01079,"Chang, Ayers and Buckley",LATAM,Low
V00124,"Joyce, Wilson and Lam",AMER,Medium
V02843,"Glenn, Brown and Michael",APAC,Low
V03060,Munoz and Sons,APAC,Low
V04739,"Lindsey, Byrd and Foster",APAC,High
V00214,"Tapia, Vaughn and Lee",LATAM,
V04759,George LLC,APAC,Low
V01947,   clark-king  ,APAC,High
V04881,   martin-simmons  ,EMEA,
V02958,Martin and Sons,APAC,Medium
V01767,White-Carlson,APAC,Medium
V04323,Trujillo-Thomas,APAC,Low
V04021,"Jordan, Hill and Hayes",AMER,Low
V00514,Cisneros and Sons,LATAM,High
V02473,Avery-Adams,AMER,Low
V03100,"Vaughan, Gibson and Dawson",AMER,Medium
V00567,"Owens, Koch and Jimenez",EMEA,Low
V02833,Padilla-Bennett,AMER,Low
V01711,Chang PLC,AMER,High
V01950,Washington Inc,APAC,Low
V01643,"Salazar, Garrett and Perez",AMER,Medium
V04016,Andrews-Walters,APAC,Low
V03959,Perkins Inc,LATAM,Low
V04023,"Morgan, Rose and Schwartz",LATAM,High
V01386,Lane Inc,APAC,Medium
V00846,Weaver-Sherman,APAC,Medium
V03838,Martinez and Sons,APAC,High
V00277,Cook-Hines,AMER,High
V01959,Reilly Group,LATAM,High
V00590,"Patton, Parsons and Lane",LATAM,
V00848,"Greer, Potter and Evans",LATAM,Low
V02799,Hatfield-Vincent,EMEA,High
V01546,Stephens LLC,EMEA,High
V03828,"Lawrence, Gonzalez and Hess",APAC,High
V01825,Bush-Wilson,LATAM,High
V00043,Rodriguez LLC,LATAM,High
V00558,Edwards Ltd,EMEA,Medium
V01027,Rivera Inc,AMER,Medium
V01756,"Edwards, Lane and Collins",APAC,Medium
V04358,Davis-Williams,AMER,High
V01838,Berry Ltd,EMEA,High
V00188,Vargas Ltd,LATAM,Medium
V03947,Robles-White,AMER,Low
V04000,"Jones, Rowland and Oconnor",LATAM,High
V02274,"Ward, Jordan and Orr",LATAM,Low
V00762,"Moore, Price and Ward",APAC,Low
V01847,Washington PLC,APAC,Medium
V00605,"Evans, David and Hendrix",APAC,Medium
V01650,Stewart PLC,APAC,High
V03503,Porter Inc,EMEA,Medium
V02807,"Graves, Garcia and Holder",EMEA,High
V01616,Gonzalez LLC,LATAM,Low
V04257,"Guerra, Lopez and Davis",EMEA,High
V04816,Williams PLC,AMER,Low
V00708,Owens-Lang,LATAM,Medium
V02305,Smith and Sons,EMEA,Medium
V00664,Andersen Group,EMEA,
V04198,Davis PLC,LATAM,High
V04145,Willis and Sons,AMER,High
V00742,Jacobson Inc,AMER,Medium
V02752,Fitzgerald-Allen,AMER,Low
V01881,"Carrillo, Morris and Martin",APAC,Medium
V02891,Jones Ltd,APAC,High
V01329,Wilkinson and Sons,EMEA,Medium
V03209,Johnson-Johnson,LATAM,Medium
V01236,"Ochoa, Garcia and Sandoval",EMEA,High
V00299,"Sparks, Jackson and Miller",APAC,Medium
V01215,Gutierrez-Hawkins,APAC,Medium
V01812,Roberts Ltd,AMER,Medium
V04172,Fischer-Chung,LATAM,Medium
V03841,"Hoover, Carroll and Williams",APAC,Low
V03413,Richardson-Hill,APAC,High
V04912,   williams-rodriguez  ,AMER,Low
V01258,"Price, Dixon and Robles",APAC,Medium
V01303,"Turner, Miller and Hubbard",EMEA,High
V04225,Perez Ltd,EMEA,Low
V00401,Wilson-Jimenez,APAC,Medium
V00887,"Wallace, Smith and Cooper",EMEA,Medium
V03093,Carroll Group,APAC,High
V03507,Wallace-Walker,APAC,High
V04941,Vasquez and Sons,LATAM,Medium
V03324,"Snyder, Hamilton and Maldonado",EMEA,
V00942,Finley Inc,LATAM,Low
V02627,Brooks PLC,LATAM,Medium
V02178,"Brock, Reynolds and Fernandez",APAC,Low
V01969,Atkins-Robinson,AMER,Medium
V03410,"Allen, Hunt and Lyons",EMEA,Low
V04490,Olsen Group,EMEA,Low
V03326,Johnston and Sons,LATAM,Medium
V03596,"Fischer, Johnson and Orr",EMEA,High
V04966,Taylor-Ramirez,APAC,Medium
V01900,Cook-Turner,LATAM,Low
V02049,"Miller, Luna and Wallace",EMEA,High
V00251,Moon-White,APAC,High
V03877,Barnes PLC,EMEA,High
V04758,Eaton-Wiggins,LATAM,Low
V00112,"Shields, Cochran and Adams",EMEA,High
V00417,"Mullen, Brewer and Hernandez",AMER,Low
V04715,Werner LLC,LATAM,Medium
V00265,Tran Inc,AMER,Medium
V01467,Ray Ltd,EMEA,High
V00151,Salazar-Ball,AMER,Low
V00579,"Mcmillan, Fischer and Gonzalez",APAC,Low
V01920,Hoover-Davis,LATAM,Medium
V01895,"Smith, Zimmerman and Wise",AMER,Medium
V04997,"Jones, Becker and Daugherty",EMEA,High
V01148,Mendez Ltd,APAC,Low
V04810,Fernandez Group,LATAM,Low
V03556,Bartlett-Murphy,LATAM,Low
V03107,Delgado-Sullivan,AMER,Low
V03805,Carlson-Ferguson,APAC,High
V01199,Brown Ltd,AMER,High
V04554,Olsen Group,AMER,Medium
V00629,"Morrison, Hebert and Rogers",LATAM,High
V00078,Yu Inc,AMER,High
V01571,"Curry, Perry and Garcia",AMER,Medium
V03008,"Mata, Martin and Christensen",LATAM,High
V00931,"Ward, Porter and Bradley",LATAM,Low
V00659,Bryant-Brown,EMEA,Medium
V04885,Mckay Inc,APAC,Low
V04594,Allen-Riggs,AMER,Low
V02751,"Richardson, Brown and Cruz",APAC,High
V03966,Garrett-Rodriguez,LATAM,Low
V02620,Grimes and Sons,AMER,High
V01542,Quinn-Smith,LATAM,Low
V04282,Williams-Wang,EMEA,Medium
V03160,Ramirez Inc,APAC,Medium
V04167,Stewart LLC,LATAM,Low
V04126,"Singh, Blackburn and Hernandez",AMER,
V03137,Porter Group,APAC,High
V02076,Stephens LLC,LATAM,Low
V03710,Hays Inc,EMEA,Medium
V02306,Price Group,AMER,Medium
V01525,"Wright, Wise and Ramos",EMEA,Medium
V03436,"Stafford, Campos and Fisher",AMER,Medium
V00960,Bates-Anderson,APAC,Low
V00549,"Morgan, Bradshaw and Williams",AMER,Medium
V03462,"Ruiz, Lowery and Baker",LATAM,High
V01350,"Hudson, Bennett and Gray",AMER,Medium
V04797,Gutierrez-Ross,AMER,Low
V04202,Stevens Group,APAC,High
V00313,Robinson-Lee,EMEA,High
V02237,"Hines, Bradford and Jennings",EMEA,Low
V03299,Barnett-Boyd,AMER,Medium
V04004,"Green, Schmidt and Carter",APAC,High
V03134,Rubio PLC,EMEA,Medium
V03050,Hunt Group,AMER,Medium
V01315,"Phelps, York and Randolph",AMER,Medium
V01381,Bell-Ballard,EMEA,Low
V02261,Reeves Ltd,APAC,High
V01011,Davis and Sons,EMEA,Low
V03383,Gomez-Owens,EMEA,Medium
V01311,Clark-Figueroa,EMEA,Low
V00501,"Rivera, Martinez and Richardson",AMER,Medium
V04506,"Price, Davenport and Webster",EMEA,High
V02398,"Whitney, Lloyd and Liu",AMER,Medium
V02071,Howard Inc,AMER,Medium
V04488,Gardner-Warren,LATAM,Medium
V00637,Wilcox-Robertson,APAC,Medium
V03149,Oliver Ltd,LATAM,Low
V03267,Hoffman Group,LATAM,High
V01723,Mclaughlin and Sons,APAC,Medium
V04443,Frye Ltd,APAC,Low
V01132,Arroyo LLC,APAC,Low
V03118,Benjamin-Porter,AMER,High
V03468,"Strong, Warner and Cannon",LATAM,High
V04336,"Jenkins, Gonzalez and Morgan",AMER,Medium
V01335,"Kennedy, Rowe and Diaz",EMEA,Low
V00013,Arnold Ltd,EMEA,Medium
V00383,"Austin, Day and Johnson",LATAM,Low
V00372,Davis Inc,EMEA,Medium
V02253,   reynolds and sons  ,EMEA,High
V01270,Rivera Ltd,EMEA,Low
V00954,Barnes Inc,LATAM,Low
V01352,Kaufman-Walker,EMEA,High
V02517,"Byrd, Mendez and Becker",APAC,High
V04482,"Avila, Williams and Hunt",LATAM,Medium
V00947,Vargas-Snyder,EMEA,High
V03933,"Edwards, Brooks and Grimes",EMEA,
V02921,   bruce-walters  ,EMEA,Low
V01656,Lopez PLC,AMER,Low
V01192,Wilson Ltd,APAC,Low
V02861,Burns Ltd,EMEA,High
V03401,"Gonzalez, Jones and Hernandez",LATAM,Medium
