contract_id,vendor_id,item_name,negotiated_price,valid_from
C003296,V01157,E-tailers,141.4,2023-11-18
C001529,V00981,Users,45.49,2024-09-15
C000451,V02599,Systems,4926.5,2024-02-11
C004922,V02857,,236.42,2025-10-07
C004293,V01745,Services,1557.01,2023-11-29
C004389,V00696,Paradigms,4541.86,2026-02-05
C004151,V03901,Niches,2624.89,2026-02-03
C002367,V01642,,4472.28,2025-10-27
C001187,V03961,E-services,1960.96,2024-05-28
C001871,V00215,Models,3913.63,2023-05-29
C002390,V04995,E-business,1124.46,2025-12-10
C004048,V02939,E-business,1479.69,2026-01-22
C000089,V01320,Services,2514.7,2025-09-29
C000187,V02803,Users,4822.56,2025-05-31
C003507,V03353,E-commerce,3093.07,2024-02-13
C001707,V02796,E-tailers,3819.73,2024-03-06
C003619,V00189,Users,1468.74,2024-10-18
C000575,V01833,Niches,715.56,2023-09-24
C003603,V03910,Relationships,1553.79,2025-10-26
C000346,V00032,Channels,1907.72,2023-05-01
C004393,V04113,E-markets,2085.13,2025-02-11
C002590,V01140,Paradigms,3312.72,12/23/2024
C001338,V01420,E-markets,4477.1,2024-09-05
C002677,V04891,Functionalities,4680.75,2023-08-27
C004621,V03586,Markets,2448.37,2024-09-20
C003330,V03162,E-tailers,3833.1,2026-04-09
C004525,V03165,Users,710.93,2026-01-06
C001513,V00391,Paradigms,2432.78,2025-08-28
C002399,V01862,Markets,1262.18,2026-02-11
C003516,V04953,Action-items,339.14,2023-04-22
C002090,V03548,Systems,1976.67,2025-08-04
C002074,V00035,Architectures,148.77,2023-10-11
C003781,V01337,Solutions,1535.78,2025-01-09
C003783,V03689,Infrastructures,2407.77,2024-12-22
C002682,V02662,Solutions,4818.51,2024-04-29
C000608,V00026,Action-items,2189.58,2026-01-09
C004642,V01652,Convergence,397.7,2025-09-18
C003751,V01128,Models,647.29,2023-10-31
C001556,V04577,Platforms,3914.97,2023-10-09
C002512,V02551,Communities,561.39,2025-03-18
C001422,V00765,Infrastructures,2151.66,2025-07-23
C000434,V00389,Architectures,4118.26,2025-12-22
C002010,V00594,Infrastructures,1444.72,2024-08-19
C002683,V04481,Services,2371.46,02/13/2026
C003571,V00320,Services,4829.38,2025-08-05
C004883,V02640,E-commerce,4822.72,2025-02-10
C003575,V04488,Solutions,139.16,2024-05-15
C004050,V03708,Infrastructures,2160.02,2025-10-10
C000132,V04656,Architectures,2554.6,2025-01-18
C004030,V01344,E-services,2396.88,2023-10-10
C003564,V02520,Paradigms,3817.74,2025-02-01
C000019,V03862,,911.03,2023-11-15
C002257,V01447,Roi,4869.29,2023-07-27
C004238,V00480,Relationships,2296.05,2025-02-03
C003808,V04049,Experiences,4664.69,2023-09-04
C000700,V02935,Action-items,-3664.25,2025-11-05
C000730,V02351,Niches,1944.99,2023-07-11
C003701,V00740,E-tailers,2085.78,2025-10-07
C003194,V00719,Action-items,4752.86,2023-08-06
C002710,V01354,Users,285.69,2024-05-18
C002810,V00930,Partnerships,2766.2,2024-05-16
C002795,V01495,E-markets,88.46,2026-03-25
C004469,V02852,Relationships,696.7,2024-12-12
C002509,V01776,Platforms,1454.48,07/31/2025
C002933,V01844,Paradigms,508.35,2023-05-18
C004734,V04823,Niches,521.46,2024-02-28
C002153,V04218,Metrics,340.05,2024-01-11
C002939,V01838,E-services,656.66,2024-12-13
C003068,V01888,Metrics,1648.75,2026-02-26
C002344,V00622,E-services,2034.1,2023-10-28
C001899,V01073,Bandwidth,1579.77,2023-07-21
C003349,V00070,Convergence,2598.31,2024-07-19
C004688,V00361,Partnerships,2459.66,2025-09-21
C002300,V03955,Paradigms,3340.11,2025-02-06
C002715,V01232,Models,347.76,2024-12-08
C001963,V04268,Architectures,2771.68,2024-10-17
C000694,V03886,Architectures,3220.91,2024-03-30
C000688,V00741,Systems,4032.08,2024-06-13
C003841,V03775,Info-mediaries,943.22,2025-06-04
C000094,V04316,E-tailers,4981.83,2025-07-07
C000356,V00544,Models,2560.71,2023-10-09
C004836,V04129,E-business,4490.53,2023-12-15
C002755,V00482,Communities,1061.68,03/09/2024
C004308,V04294,E-services,2405.64,2024-10-06
C002565,V00853,E-markets,3162.27,2025-11-25
C002407,V01998,Solutions,2698.47,2025-12-03
C000536,V02510,,3822.93,2025-09-25
C002380,V00256,Platforms,3315.33,2023-09-15
C002007,V00501,Methodologies,4308.03,2024-06-09
C000643,V00716,Info-mediaries,4589.09,2025-08-18
C000204,V01066,E-tailers,3617.97,2024-12-29
C000867,V00969,Paradigms,4106.92,2025-04-06
C004636,V03475,Metrics,2676.09,2024-05-21
C002314,V01022,Architectures,1238.85,2026-01-06
C004885,V03144,Experiences,2874.31,2024-11-05
C003252,V03275,Communities,1632.61,2025-11-21
C004060,V02347,E-commerce,520.76,2023-07-13
C000801,V03894,Networks,3021.97,2023-10-03
C000591,V04012,Bandwidth,3138.75,2025-01-04
C001122,V02884,Channels,1156.55,2024-01-31
C004572,V01027,Metrics,201.98,2024-12-07
C003093,V02655,Platforms,4912.99,2024-06-04
C000472,V03081,Services,473.4,2024-09-28
C003615,V01620,Channels,4233.94,2026-03-31
C001460,V02719,E-tailers,3117.32,2023-07-09
C002592,V02635,Architectures,2735.82,2025-05-25
C003240,V04338,Architectures,1500.81,2025-08-01
C004783,V04563,Systems,4679.06,2023-06-09
C000701,V03938,Users,4856.91,2024-12-14
C002837,V01224,E-business,1482.57,2026-02-05
C002108,V00651,Paradigms,2605.51,2024-04-17
C004346,V04047,Platforms,2162.28,2023-04-27
C004313,V01989,Methodologies,3312.51,2026-02-14
C000018,V01246,Roi,3899.64,2025-08-17
C003226,V02932,E-tailers,300.62,2023-11-08
C001942,V04157,E-tailers,-1786.92,2024-05-16
C000088,V04748,Niches,207.38,2026-02-18
C004891,V03482,Networks,2052.33,2025-11-20
C003943,V03934,Infrastructures,2296.39,2024-06-28
C003052,V04559,Paradigms,330.08,2023-10-17
C003034,V02751,Solutions,921.38,2025-09-30
C000211,V02232,Niches,572.99,2026-01-14
C000547,V02643,Niches,1319.65,2025-12-15
C002742,V01745,Action-items,220.04,2025-02-06
C001741,V04170,Niches,3380.93,2023-11-04
C001322,V00453,E-tailers,3615.46,2023-04-27
C003360,V02342,E-markets,3900.06,2023-05-24
C004787,V01849,E-services,4950.38,2025-03-28
C004246,V04111,Schemas,3971.85,2023-09-07
C000705,V01609,Web-readiness,233.13,2023-10-16
C001428,V02532,Services,1282.99,2026-02-14
C003972,V00937,Niches,3779.9,2026-03-24
C003861,V04827,Networks,3718.34,2024-10-30
C000530,V00890,Action-items,-1308.54,2024-11-10
C002394,V04060,Communities,277.45,2024-11-22
C003482,V04274,Metrics,28.97,2023-05-08
C002122,V02976,Solutions,4988.45,2025-03-08
C001155,V01420,E-tailers,3289.58,2025-01-04
C003738,V00539,Experiences,2930.08,2024-03-11
C001950,V01377,Users,614.98,2024-02-21
C004935,V04213,Roi,3918.89,2025-01-19
C003075,V03915,Solutions,1265.36,2025-10-23
C002510,V04805,E-services,1891.33,2023-06-02
C001062,V02171,Action-items,2061.26,2025-02-24
C000512,V02383,Web-readiness,533.71,2023-06-28
C003775,V01968,Users,3329.21,2023-11-06
C001838,V04304,Roi,388.26,2025-03-19
C000800,V02133,Solutions,4417.88,2024-12-31
C003549,V00372,E-tailers,1354.99,2026-02-08
C000108,V02022,Infrastructures,162.82,2025-04-12
C000767,V04984,Systems,2012.41,2023-05-18
C002730,V01059,Action-items,4672.19,2026-04-09
C004899,V02899,Systems,2280.41,2026-01-08
C004330,V00236,Channels,2401.49,2024-04-28
C000003,V04966,Communities,2303.8,2025-06-15
C004044,V03540,E-markets,2173.57,2024-07-05
C000729,V00654,Users,3822.18,2024-08-29
C001735,V02028,Metrics,1008.73,2024-09-06
C001753,V01586,Services,993.42,2026-02-17
C000114,V03688,Relationships,2551.13,2026-02-09
C001846,V02919,Roi,674.46,2025-10-20
C004740,V03873,Partnerships,3316.7,2025-10-28
C000496,V00356,Systems,-2590.44,2024-04-28
C002228,V03009,Users,4481.3,2025-04-01
C002680,V00482,Models,3084.5,12/26/2024
C002024,V04926,Bandwidth,1752.0,2026-01-16
C001081,V01087,Users,3434.43,2024-02-01
C004616,V03838,Markets,620.8,2024-07-11
C001978,V01090,Platforms,4764.62,2023-09-20
C001842,V04695,E-tailers,1407.72,2025-12-10
C002473,V01783,Users,4399.52,2025-10-26
C002254,V00962,Users,4509.7,2025-06-20
C003941,V04573,Channels,3975.59,2024-04-23
C001308,V00741,Architectures,3829.32,2025-11-26
C003724,V04889,Infrastructures,4542.67,11/02/2023
C002406,V04098,Paradigms,1380.13,2026-04-03
C002363,V01821,E-services,324.64,2025-06-27
C003014,V01160,Systems,4303.69,2024-11-01
C001533,V00591,Users,2623.49,2025-05-30
C001138,V00409,Systems,2590.04,2025-01-05
C000951,V01418,Convergence,2813.62,2026-03-07
C002203,V02244,Networks,2794.03,2023-10-18
C003734,V04487,E-services,2525.72,2024-06-24
C001225,V00345,Metrics,440.7,2024-02-26
C004034,V04505,Models,1055.57,2024-06-20
C003683,V04203,Niches,299.35,2024-11-30
C002589,V02986,Platforms,2415.53,2025-06-27
C004329,V00939,Niches,3039.95,12/13/2024
C003496,V00920,Users,-4844.62,2023-06-25
C004807,V03595,Systems,1969.5,08/04/2025
C000889,V02907,Bandwidth,356.55,2025-09-23
C003449,V01621,Channels,4030.72,2024-07-02
C004427,V01147,Roi,3679.08,2026-02-16
C003793,V03017,Schemas,870.42,2025-03-31
C004627,V01335,Systems,3207.28,2026-02-02
C000138,V01855,Roi,-3492.38,2024-11-12
C004281,V00391,Convergence,4668.05,2025-12-22
C002402,V02918,Users,2858.28,2024-05-08
C001877,V03322,Networks,1638.24,2024-12-27
C001410,V02423,E-tailers,2457.07,2023-09-04
C000015,V03676,Users,798.17,2024-05-25
C003323,V01827,Platforms,1401.01,2025-08-05
C001102,V01201,Relationships,1535.02,2023-10-28
C001119,V00185,Users,3712.56,2024-10-17
C003125,V04207,Schemas,3052.62,2023-07-09
C001279,V02019,Convergence,1300.6,2024-09-13
C004413,V04520,Niches,4005.58,2025-03-18
C001814,V03976,Experiences,-294.57,2026-01-21
C004770,V02840,Services,1600.91,2024-03-29
C001160,V04958,Schemas,-2722.6,2024-10-02
C003891,V03352,Bandwidth,2021.66,2024-01-05
C001058,V01383,Models,1430.87,2025-08-06
C001137,V00161,Infrastructures,-4662.81,2024-09-27
C000031,V04238,Partnerships,3215.15,12/03/2023
C002503,V03051,Platforms,3451.37,2024-08-18
C001423,V01764,Niches,2158.07,2023-12-30
C004310,V00824,Channels,4494.8,2026-02-22
C003551,V04436,Systems,4565.43,2026-04-13
C004999,V04626,E-services,1202.84,2023-10-20
C001988,V00740,Info-mediaries,229.44,2025-10-18
C002136,V03448,Users,3749.01,2024-08-02
C004546,V00903,Communities,3790.64,2025-03-13
C003730,V04409,Infrastructures,2797.44,2023-07-18
C003085,V01985,Channels,3854.1,2024-09-18
C000427,V01927,Info-mediaries,394.08,2024-07-17
C001030,V01831,E-markets,3361.38,2024-10-23
C001395,V00004,Bandwidth,230.96,2024-02-07
C000650,V01293,Roi,4326.99,2023-12-01
C004795,V04816,E-services,2294.26,2023-05-17
C004134,V00445,Action-items,484.8,2023-10-08
C001609,V02799,E-services,4398.13,2024-07-30
C000880,V02647,Web-readiness,1571.23,2025-07-29
C002279,V00404,Users,1115.58,2024-03-27
C004656,V04544,Users,3330.03,2025-01-13
C000820,V03575,Info-mediaries,1510.06,2025-06-23
C001773,V02328,Bandwidth,2002.81,2025-08-03
C003216,V03647,Systems,452.08,2025-09-15
C001034,V03359,Infrastructures,4562.7,2024-12-31
C000566,V00829,Infrastructures,4044.25,2024-11-06
C000570,V04119,Markets,4869.03,2025-09-17
C000892,V03121,Paradigms,1638.66,2025-05-20
C004008,V00927,Experiences,742.26,2025-07-27
C000580,V00057,E-tailers,656.24,2025-09-18
C004093,V00619,,969.59,2026-02-03
C001799,V01826,Users,2680.96,2025-11-03
C002629,V02434,,3238.81,2023-07-01
C002618,V01123,Paradigms,1615.84,2024-05-12
C004121,V04522,Users,564.96,2025-04-05
C002638,V00174,Solutions,3649.18,2024-01-14
C001167,V03139,E-commerce,2688.92,2025-06-09
C003332,V02164,E-markets,4133.84,2023-05-30
C003810,V03645,Architectures,2658.83,2026-03-13
C002143,V01603,Communities,1618.54,2025-07-06
C003654,V01290,Communities,1742.62,2025-09-23
C004415,V01986,Bandwidth,3696.91,2025-05-28
C002000,V01506,Schemas,4307.22,2025-08-09
C003558,V02548,Niches,850.02,2023-08-04
C000534,V04665,E-markets,1083.03,2024-07-10
C004679,V03345,Niches,4856.12,2026-01-10
C005000,V02487,Networks,2856.2,2025-07-20
C001640,V04692,Info-mediaries,1467.59,2025-06-20
C003432,V00136,Services,1199.7,2024-08-02
C000660,V03631,Channels,4546.33,2025-01-09
C002891,V01542,E-commerce,3700.97,2023-07-22
C003394,V04301,Functionalities,3245.44,2026-03-19
C001170,V01810,Experiences,3775.63,2024-12-15
C003425,V01169,E-markets,4062.81,2023-07-01
C000527,V04045,E-services,4916.12,2025-11-13
C002665,V00658,Niches,4642.65,2023-08-15
C002197,V01911,Experiences,142.16,2023-07-04
C000318,V00090,E-commerce,4524.45,2025-10-25
C003242,V02344,Models,4015.11,2024-03-14
C002205,V01869,Services,3740.19,2023-09-02
C002842,V03330,Architectures,4726.71,2023-12-18
C002729,V00785,Models,2122.69,2023-06-12
C002179,V04811,Systems,2103.75,2025-06-02
C003790,V01985,Partnerships,2584.09,2024-04-10
C003529,V00082,Schemas,2948.22,2023-05-05
C001758,V00159,Niches,542.95,2026-03-31
C003104,V02862,Relationships,1386.84,2025-02-21
C002034,V02162,Metrics,3037.52,2023-07-28
C002725,V01164,E-services,4892.83,2024-09-13
C002930,V00188,Info-mediaries,3853.02,2025-02-25
C004364,V01827,E-markets,3523.57,2024-12-31
C003812,V03791,Infrastructures,1135.07,2023-08-10
C001040,V01586,Experiences,3270.83,2026-02-01
C002354,V00686,Action-items,137.62,2024-06-16
C000115,V00165,,2564.64,2024-05-27
C001117,V00923,Solutions,1158.04,2024-02-16
C003550,V04008,Methodologies,-3016.59,2025-09-23
C002596,V01878,Services,1816.94,2023-08-18
C001451,V04455,Niches,3133.43,2025-06-19
C001275,V03334,Relationships,4001.31,2024-10-10
C000563,V01038,E-commerce,325.94,2024-07-20
C001886,V01975,E-services,1900.99,2023-05-08
C003248,V03834,Users,3172.15,2023-12-12
C000687,V00381,Networks,4027.47,2025-06-16
C001769,V04719,Services,2366.7,2025-02-04
C001443,V00199,Roi,2987.85,2024-11-26
C004009,V01741,Channels,3451.16,2026-04-05
C003297,V02880,E-services,2996.14,2025-08-04
C000338,V04702,Infrastructures,3148.14,2024-09-07
C004107,V01952,E-commerce,-4011.75,2025-05-29
C003590,V02925,Channels,268.48,2024-09-18
C003408,V02207,Paradigms,1270.08,2025-03-06
C001020,V02982,E-commerce,3049.67,2025-03-19
C000504,V02362,Users,3745.79,2024-07-24
C003581,V04871,Functionalities,1138.74,2024-12-04
C001337,V00982,E-services,3488.79,2023-10-14
C000936,V01719,Convergence,3965.97,2024-11-22
C004376,V01273,Metrics,2745.56,2024-12-07
C000612,V01795,Paradigms,1162.94,2024-08-10
C002511,V02405,Partnerships,3413.57,2025-09-21
C000577,V03966,Metrics,2846.72,2023-05-21
C004754,V04007,E-markets,2149.39,2025-11-19
C004578,V01705,Markets,316.41,2025-04-08
C003421,V02861,Functionalities,4887.55,05/31/2023
C002541,V01617,Infrastructures,340.03,2024-10-08
C003379,V02517,Paradigms,4327.88,2024-10-24
C004402,V02913,Models,3607.08,2024-06-12
C004591,V02883,Experiences,1738.51,2024-08-28
C002348,V00866,E-tailers,3733.86,2024-08-23
C004907,V02452,Channels,2306.01,2025-08-28
C001639,V03863,Web-readiness,1501.9,2026-01-27
C001844,V02666,E-tailers,1478.2,2024-11-14
C003987,V01745,Users,4142.86,2025-02-24
C000366,V01239,E-markets,2362.19,2025-04-20
C004311,V02527,Bandwidth,340.39,2025-09-13
C003726,V04038,Schemas,2955.68,2024-04-07
C001698,V04325,Partnerships,1023.38,2025-12-10
C003548,V00833,Communities,2024.37,2024-02-02
C002957,V02068,E-services,196.68,2024-09-02
C003699,V02985,Services,-3215.56,2023-12-14
C000697,V02936,Infrastructures,2615.92,2026-02-18
C002551,V03486,Niches,4364.39,2024-01-14
C003188,V02516,Architectures,1580.81,2025-09-18
C002804,V00089,Users,3195.26,2025-05-01
C002099,V04371,Schemas,4037.9,2026-02-05
C004697,V03400,Models,4011.37,2025-04-30
C002180,V04149,Roi,1339.06,2026-02-28
C003993,V04539,Infrastructures,4127.78,2024-12-08
C004902,V03172,Bandwidth,-2153.22,2023-07-14
C004105,V01296,Architectures,2328.86,2023-07-02
C000109,V03498,Info-mediaries,2262.57,2023-05-28
C003977,V00195,Metrics,1800.98,2024-09-12
C004695,V01583,E-commerce,4423.42,2025-04-30
C004639,V04598,Channels,4212.55,2025-11-23
C003933,V04474,Metrics,4388.06,2025-09-20
C000443,V00142,E-services,3701.44,2025-07-02
C004454,V02065,Communities,-646.81,2025-07-08
C004320,V00942,Users,4957.09,2023-07-15
C000692,V00288,Infrastructures,4251.51,2023-12-29
C002489,V00557,Models,839.57,2024-06-16
C001971,V01802,Niches,3059.64,2023-05-17
C004298,V02039,Infrastructures,4408.81,2023-11-24
C002006,V00592,Users,4074.8,2026-04-03
C001480,V01264,Schemas,354.95,2024-09-05
C004302,V03184,Schemas,3704.75,2025-12-29
C002263,V03733,E-business,1416.55,2023-09-23
C000550,V03139,E-tailers,2400.54,2025-09-23
C000902,V04175,E-services,326.32,2025-06-26
C002988,V03831,E-tailers,3145.47,2025-03-31
C004806,V02350,E-markets,2220.44,2024-12-23
C000521,V02713,Relationships,2334.0,2026-02-17
C004120,V00613,Experiences,1320.85,2025-03-08
C000999,V01682,Convergence,4978.87,2025-08-07
C002699,V00599,Systems,1128.34,2025-04-24
C000621,V02038,Models,1986.05,11/08/2025
C004932,V02919,E-services,3512.01,2024-11-17
C003235,V03081,Platforms,2641.27,2025-06-25
C000980,V02919,Convergence,3012.21,2026-03-12
C004872,V04795,Solutions,887.95,2023-05-22
C001570,V04925,Channels,4896.26,2023-11-13
C000390,V01112,Markets,992.96,2025-07-13
C003557,V00032,,3058.65,2023-09-12
C000200,V04561,Metrics,2209.84,2026-02-26
C001485,V00484,Schemas,2072.65,2025-09-14
C002880,V00188,Architectures,4150.6,2024-12-07
C002651,V01369,Platforms,4610.35,2023-06-30
C003066,V03176,Markets,695.62,2023-09-15
C004604,V00639,Bandwidth,2171.76,2025-07-17
C004985,V02159,Metrics,536.76,2024-05-06
C003300,V01481,Metrics,4887.22,2024-09-17
C002499,V03265,E-tailers,802.95,2024-05-29
C000106,V03142,E-business,2718.59,2025-06-13
C001934,V00503,Communities,3901.42,2025-07-16
C004358,V04013,E-tailers,3617.34,2023-05-09
C002116,V00091,Schemas,375.25,2025-06-09
C000965,V02706,Bandwidth,708.16,2025-07-08
C001148,V02813,E-markets,3613.0,2025-05-07
C004066,V01478,Systems,4950.48,2025-03-29
C004818,V01444,Web-readiness,2493.15,2023-07-04
C000425,V03143,Niches,4269.8,2023-06-13
C003404,V00338,Channels,2162.1,2024-06-29
C004925,V03817,Niches,1797.78,2025-03-23
C004857,V04659,Infrastructures,1315.98,2023-12-12
C001226,V00753,Action-items,470.41,2023-10-01
C004028,V00545,Niches,2518.75,03/11/2025
C003915,V03256,Solutions,1798.97,2025-06-23
C004768,V02524,Channels,413.58,2023-08-27
C004991,V02313,Roi,997.79,2025-09-24
C000594,V03824,Schemas,1952.87,2023-07-12
C000838,V02807,Paradigms,666.66,2024-08-07
C000403,V03345,Functionalities,2927.43,2023-05-28
C001491,V01822,Communities,1041.63,2025-02-09
C001655,V03435,Solutions,2483.9,2025-11-18
C004535,V02247,Relationships,1587.57,2025-04-08
C001055,V01859,E-markets,4770.14,2025-07-22
C004099,V04972,Models,490.23,2024-05-25
C004967,V02358,Relationships,2983.33,2024-09-26
C003005,V01029,Convergence,3462.9,2025-05-10
C000855,V03295,Experiences,1768.05,2023-07-09
C003249,V00826,E-services,3380.86,2024-10-15
C003745,V02795,E-services,3677.75,2025-09-30
C004131,V03008,Communities,847.78,2024-02-14
C002133,V00189,Relationships,809.28,2025-08-14
C000311,V01267,Systems,4178.0,2025-04-11
C001439,V02892,E-services,4902.25,2025-12-18
C003919,V04282,Architectures,4214.85,2025-05-22
C001088,V04418,E-services,3304.57,2024-06-09
C002739,V01436,E-business,1231.03,07/06/2024
C003766,V04908,Platforms,2630.46,2025-05-30
C003331,V02893,Users,3622.5,2024-08-10
C000101,V00883,E-services,1426.95,2023-06-22
C003586,V03270,Functionalities,3345.15,2025-11-30
C004344,V00675,Users,347.17,2023-09-27
C004522,V03119,Schemas,670.0,2024-06-13
C003752,V03928,E-services,3107.18,2025-12-17
C000266,V02964,Systems,4593.38,2024-04-02
C003136,V04544,Functionalities,3876.17,2025-11-22
C004144,V00854,Schemas,1887.87,2025-07-30
C004282,V03764,Users,4358.54,2025-02-21
C003343,V04708,Models,801.08,2023-09-12
C001129,V03187,Systems,3089.84,2025-09-28
C001123,V00513,Channels,3919.0,2026-01-03
C002994,V03987,Solutions,2296.87,2025-08-31
C004854,V04276,Paradigms,4194.8,2024-02-24
C001266,V02620,Models,518.87,04/29/2025
C000265,V00410,Schemas,1052.59,2023-05-22
C001085,V03726,Web-readiness,3265.32,2024-11-10
C004905,V03245,Methodologies,2851.82,2024-04-10
C000406,V03238,Action-items,837.71,2025-01-09
C002561,V00761,Systems,3919.27,2024-08-12
C004101,V01244,Channels,2062.52,2026-03-09
C004146,V03158,E-services,3234.22,2023-05-26
C001966,V03877,Communities,1289.48,2025-07-10
C002780,V00696,Niches,2521.56,2025-03-27
C002562,V02411,Metrics,4237.7,2024-12-31
C001750,V01659,E-tailers,1765.07,2026-01-29
C003970,V02759,Experiences,1479.95,2025-04-12
C001783,V03762,E-business,613.78,2023-05-27
C002668,V02853,Markets,2499.2,2024-02-12
C001610,V03541,Markets,2938.11,2024-04-19
C000081,V02151,Channels,1375.42,2024-07-14
C001889,V04837,Relationships,4032.27,02/22/2026
C001064,V02062,Models,3832.2,2025-05-29
C002986,V01455,Models,2247.14,2024-12-11
C000947,V00298,Methodologies,4769.29,2026-02-27
C001499,V03030,Roi,3612.39,2025-08-24
C001693,V04610,Users,3534.26,2026-02-08
C003626,V01404,,3974.19,2023-05-26
C002322,V01786,Niches,3022.13,2025-01-10
C000264,V00879,Partnerships,54.48,2025-06-10
C000006,V03742,E-markets,3403.45,2023-08-11
C003715,V03459,Niches,3670.79,2023-12-26
C001299,V02987,Methodologies,3295.59,2026-02-20
C004969,V02453,E-markets,4060.8,07/26/2023
C001334,V00609,Platforms,3802.68,2024-04-19
C000856,V02483,Action-items,4965.13,2024-04-19
C003503,V04925,Web-readiness,2075.85,2026-03-09
C003585,V04312,Metrics,2677.83,2023-11-15
C001829,V04734,E-services,4081.88,2023-07-18
C003454,V04413,Info-mediaries,3749.27,2025-12-16
C004726,V02462,E-tailers,-2197.58,2025-09-14
C001364,V02801,Web-readiness,2986.89,2025-10-14
C001637,V00897,E-services,505.71,2025-04-29
C004400,V03608,E-business,3466.62,2024-09-11
C001261,V04181,E-tailers,3835.95,2025-04-21
C003622,V02424,Systems,4354.72,08/16/2023
C004118,V03291,Systems,2678.36,12/03/2023
C002100,V04381,E-tailers,1232.79,2023-05-30
C000954,V00401,Systems,3126.22,2023-05-11
C004822,V02918,Architectures,1966.48,2026-01-16
C003476,V02169,Solutions,2442.04,2023-06-08
C000805,V03720,,3136.16,2025-04-08
C004765,V04761,Services,1798.14,2024-12-24
C000097,V04101,Channels,4647.89,2024-01-15
C000793,V02296,Niches,-832.72,2023-09-03
C001664,V02786,Paradigms,695.07,2024-03-04
C001683,V01595,Partnerships,3816.55,2023-09-27
C004714,V04719,Systems,1544.51,2023-05-03
C004600,V04197,Bandwidth,2149.41,2024-11-09
C003526,V02993,Bandwidth,2296.27,2023-12-23
C003018,V04938,Niches,4529.34,2025-03-23
C001236,V04381,E-tailers,3819.58,2024-04-21
C001700,V04387,E-services,606.39,2023-06-14
C000308,V02694,Niches,2669.06,2025-11-04
C004653,V00020,Schemas,3077.8,2024-04-03
C002965,V03625,Communities,4341.41,2023-06-22
C004098,V04185,Models,1673.3,2025-04-02
C003291,V03015,Niches,3216.38,2024-04-05
C001014,V03670,Niches,1827.02,2025-12-20
C000751,V03233,Niches,2103.02,2025-03-02
C004214,V02258,Roi,-2356.99,2024-01-05
C004931,V03705,E-services,3542.11,2023-07-07
C001229,V01667,Systems,547.39,2024-11-06
C001492,V04803,Schemas,3989.8,2024-09-06
C004941,V04542,Niches,1952.49,2025-04-26
C001670,V03143,E-markets,1043.96,01/14/2025
C003180,V02081,Channels,2902.32,2024-01-31
C003821,V04405,Methodologies,4338.91,2024-03-21
C001052,V00882,Solutions,3291.37,04/03/2025
C002895,V01492,Schemas,1214.67,2024-08-26
C001977,V02662,Channels,3889.4,2025-02-07
C003336,V03615,Bandwidth,3788.03,2024-04-14
C001210,V00299,E-tailers,1484.03,2024-04-18
C000975,V02008,Systems,498.87,2025-10-27
C004663,V01578,E-tailers,3162.55,2025-09-06
C000369,V03018,Functionalities,2185.03,2025-05-29
C004024,V00535,Solutions,3153.68,2025-09-28
C003329,V00723,Markets,1743.02,2025-12-20
C001577,V03651,Systems,4346.98,2023-06-15
C004456,V00673,E-tailers,3068.41,2024-03-17
C000782,V02838,,2781.4,2024-12-25
C000144,V04499,E-markets,1794.99,2025-09-30
C004748,V02217,Models,3074.42,2025-04-19
C000133,V04738,Users,1728.32,2023-12-05
C004966,V03501,Metrics,4781.68,2023-12-04
C002654,V01417,E-services,2943.2,2025-02-12
C002387,V02348,Web-readiness,2721.8,2023-09-27
C004135,V02042,Experiences,1416.95,2024-06-23
C000429,V02537,Niches,2310.38,2025-07-03
C000993,V00506,Solutions,1983.84,2024-09-13
C003083,V03478,Markets,1824.08,2025-11-09
C003471,V01088,E-business,3693.3,2023-12-01
C000614,V02508,Roi,2691.87,2024-04-06
C004992,V01092,Metrics,1554.03,2023-08-14
C002738,V02323,E-services,437.38,2025-06-10
C002255,V02274,Schemas,1182.85,2024-08-15
C003697,V00927,Users,582.97,2024-11-21
C004648,V03386,Services,2678.66,2024-05-23
C003824,V03511,Systems,2351.97,2024-05-31
C004511,V00824,Relationships,390.77,11/28/2023
C000185,V00943,Functionalities,3518.16,2025-08-15
C002935,V02810,Functionalities,2455.47,2023-06-28
C000651,V03346,Infrastructures,3323.31,2025-02-20
C003107,V02508,Architectures,-2653.54,2023-04-22
C002345,V00837,E-business,2046.11,2025-11-30
C002500,V04751,E-markets,3312.0,2023-12-25
C002932,V03505,Infrastructures,3226.71,2024-09-13
C003651,V03156,Niches,32.25,2025-07-10
C001097,V01579,Niches,1538.51,2025-03-27
C000030,V04484,Solutions,2627.28,2025-06-30
C000456,V00490,Roi,671.69,2024-12-14
C001904,V00789,Architectures,865.26,2023-06-22
C003274,V01945,Platforms,2898.12,2025-02-22
C004579,V01513,Paradigms,1388.84,2025-03-03
C003266,V04297,Paradigms,3732.79,2024-09-23
C000314,V02031,E-tailers,1383.43,2023-07-02
C004571,V01386,Communities,4103.16,2025-10-18
C002623,V00886,Metrics,1494.08,2025-02-14
C000259,V04159,Metrics,1009.45,2024-06-25
C004881,V04107,Systems,3468.74,2023-10-25
C003165,V01090,Communities,1137.9,2026-01-08
C001737,V03628,E-business,2880.23,2023-12-07
C001631,V01643,Paradigms,3952.38,2024-10-09
C001525,V03382,Users,976.42,2024-07-11
C000414,V00858,Roi,2711.01,2023-12-03
C000585,V03158,Schemas,4649.44,2023-10-03
