vendor_id,vendor_name,region,risk_rating,ingestion_timestamp
V02743,"Brooks, Sullivan and Perry",APAC,High,2026-08-12 21:45:32.070184
V02744,Waller-Brooks,APAC,High,2026-08-12 21:45:32.070184
V02745,Parker-Archer,APAC,Medium,2026-08-12 21:45:32.070184
V02746,Ortiz Inc,APAC,Low,2026-08-12 21:45:32.070184
V02747,Cruz PLC,EMEA,Medium,2026-08-12 21:45:32.070184
V02748,Lee Group,APAC,High,2026-08-12 21:45:32.070184
V02749,Wise-Walton,EMEA,High,2026-08-12 21:45:32.070184
V02750,Hicks-Burns,AMER,Low,2026-08-12 21:45:32.070184
V02751,"Richardson, Brown and Cruz",APAC,High,2026-08-12 21:45:32.070184
V02752,Fitzgerald-Allen,AMER,Low,2026-08-12 21:45:32.070184
V02753,Dorsey LLC,LATAM,Low,2026-08-12 21:45:32.070184
V02754,"Mann, Johnson and Wade",AMER,Low,2026-08-12 21:45:32.070184
V02755,Green Group,LATAM,High,2026-08-12 21:45:32.070184
V02756,"Hernandez, Wright and Lane",APAC,Low,2026-08-12 21:45:32.070184
V02757,"Skinner, Smith and Wise",APAC,Medium,2026-08-12 21:45:32.070184
V02758,"Dawson, Cruz and Mccarthy",AMER,Medium,2026-08-12 21:45:32.070184
V02759,Stone and Sons,LATAM,High,2026-08-12 21:45:32.070184
V02760,Martin-Simmons,AMER,High,2026-08-12 21:45:32.070184
V02761,"Turner, Ponce and Barrett",APAC,High,2026-08-12 21:45:32.070184
V02762,Willis-Gross,APAC,Low,2026-08-12 21:45:32.070184
V02763,"Booth, Rodriguez and Armstrong",EMEA,Low,2026-08-12 21:45:32.070184
V02764,Olsen-Adams,APAC,Low,2026-08-12 21:45:32.070184
V02765,Conrad Group,APAC,Medium,2026-08-12 21:45:32.070184
V02766,"Parker, Benitez and Velasquez",APAC,Medium,2026-08-12 21:45:32.070184
V02767,Davis Ltd,AMER,Low,2026-08-12 21:45:32.070184
V02768,warren-pena,APAC,Low,2026-08-12 21:45:32.070184
V02769,"Jordan, Thompson and Lopez",AMER,,2026-08-12 21:45:32.070184
V02770,Gonzalez and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V02771,"Fry, Hayes and Olsen",APAC,High,2026-08-12 21:45:32.070184
V02772,Harris Ltd,LATAM,Low,2026-08-12 21:45:32.070184
V02773,Lamb and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V02774,Bird-Savage,EMEA,High,2026-08-12 21:45:32.070184
V02775,Sims-Weber,AMER,Low,2026-08-12 21:45:32.070184
V02776,"Martin, Carter and Gray",APAC,Low,2026-08-12 21:45:32.070184
V02777,Brown-Johnson,APAC,,2026-08-12 21:45:32.070184
V02778,Woods Ltd,APAC,High,2026-08-12 21:45:32.070184
V02779,Smith LLC,APAC,Low,2026-08-12 21:45:32.070184
V02780,Ortega Inc,AMER,Low,2026-08-12 21:45:32.070184
V02781,Clark Inc,LATAM,Low,2026-08-12 21:45:32.070184
V02782,Morrison-Hatfield,EMEA,Low,2026-08-12 21:45:32.070184
V02783,Frederick-Kennedy,APAC,Medium,2026-08-12 21:45:32.070184
V02784,Munoz-Rogers,APAC,,2026-08-12 21:45:32.070184
V02785,"Wu, Key and Montoya",APAC,Low,2026-08-12 21:45:32.070184
V02786,Ortega-Gray,EMEA,Medium,2026-08-12 21:45:32.070184
V02787,Hester LLC,APAC,Low,2026-08-12 21:45:32.070184
V02788,Smith Ltd,EMEA,Medium,2026-08-12 21:45:32.070184
V02789,Hardy-Barron,AMER,Low,2026-08-12 21:45:32.070184
V02790,Johnson Inc,LATAM,High,2026-08-12 21:45:32.070184
V02791,"Ramirez, Lyons and Briggs",AMER,High,2026-08-12 21:45:32.070184
V02792,Hayes-Parks,LATAM,Medium,2026-08-12 21:45:32.070184
V02793,Robertson-Keller,APAC,Low,2026-08-12 21:45:32.070184
V02794,Andersen LLC,APAC,Low,2026-08-12 21:45:32.070184
V02795,Schultz Inc,AMER,High,2026-08-12 21:45:32.070184
V02796,"Nguyen, Wallace and Lawson",LATAM,Medium,2026-08-12 21:45:32.070184
V02797,Stevenson-Bauer,AMER,Medium,2026-08-12 21:45:32.070184
V02798,Patterson-Huynh,LATAM,Medium,2026-08-12 21:45:32.070184
V02799,Hatfield-Vincent,EMEA,High,2026-08-12 21:45:32.070184
V02800,Navarro LLC,EMEA,High,2026-08-12 21:45:32.070184
V02801,"Lee, Thomas and Meyer",APAC,Low,2026-08-12 21:45:32.070184
V02802,"Glover, Moran and Johnson",EMEA,High,2026-08-12 21:45:32.070184
V02803,robles-turner,EMEA,Low,2026-08-12 21:45:32.070184
V02804,"Davies, Archer and Owens",AMER,Medium,2026-08-12 21:45:32.070184
V02805,Friedman-Olson,LATAM,High,2026-08-12 21:45:32.070184
V02806,"Allen, Lewis and Mullins",LATAM,Low,2026-08-12 21:45:32.070184
V02807,"Graves, Garcia and Holder",EMEA,High,2026-08-12 21:45:32.070184
V02808,Martin LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02809,Miranda-Robinson,EMEA,High,2026-08-12 21:45:32.070184
V02810,Wade-Lynn,APAC,High,2026-08-12 21:45:32.070184
V02811,"Martinez, Taylor and Nichols",AMER,Low,2026-08-12 21:45:32.070184
V02812,"Vasquez, Pope and Cook",LATAM,Medium,2026-08-12 21:45:32.070184
V02813,Huynh PLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02814,Schneider Group,EMEA,High,2026-08-12 21:45:32.070184
V02815,"Paul, Hardy and Valdez",AMER,Low,2026-08-12 21:45:32.070184
V02816,"Burch, Kim and Hall",APAC,High,2026-08-12 21:45:32.070184
V02817,Wilson-Miller,LATAM,Low,2026-08-12 21:45:32.070184
V02818,Peterson PLC,AMER,Low,2026-08-12 21:45:32.070184
V02819,Garner Inc,LATAM,Medium,2026-08-12 21:45:32.070184
V02820,"Richardson, Castaneda and Finley",EMEA,,2026-08-12 21:45:32.070184
V02821,"Mclaughlin, Collins and Lawrence",EMEA,Medium,2026-08-12 21:45:32.070184
V02822,Boone Group,APAC,Low,2026-08-12 21:45:32.070184
V02823,Wise-Salinas,APAC,Medium,2026-08-12 21:45:32.070184
V02824,Meyer PLC,EMEA,Medium,2026-08-12 21:45:32.070184
V02825,"Walker, Foster and Medina",AMER,Low,2026-08-12 21:45:32.070184
V02826,Stewart-Cabrera,EMEA,High,2026-08-12 21:45:32.070184
V02827,Hood-Porter,AMER,High,2026-08-12 21:45:32.070184
V02828,Hernandez-Campbell,EMEA,Low,2026-08-12 21:45:32.070184
V02829,"Ortega, Solis and Warner",APAC,Low,2026-08-12 21:45:32.070184
V02830,"Flores, Shaw and Barker",LATAM,High,2026-08-12 21:45:32.070184
V02831,Shea-Mccarthy,LATAM,Medium,2026-08-12 21:45:32.070184
V02832,Welch-Lewis,AMER,Medium,2026-08-12 21:45:32.070184
V02833,Padilla-Bennett,AMER,Low,2026-08-12 21:45:32.070184
V02834,Hernandez-Moran,AMER,Medium,2026-08-12 21:45:32.070184
V02835,"Michael, Walker and Fitzgerald",EMEA,High,2026-08-12 21:45:32.070184
V02836,Gates Ltd,APAC,Medium,2026-08-12 21:45:32.070184
V02837,Evans-Briggs,AMER,High,2026-08-12 21:45:32.070184
V02838,Ritter PLC,AMER,Medium,2026-08-12 21:45:32.070184
V02839,Rogers-Gregory,APAC,Low,2026-08-12 21:45:32.070184
V02840,Todd-Myers,AMER,High,2026-08-12 21:45:32.070184
V02841,"Acosta, Campbell and Leblanc",LATAM,Low,2026-08-12 21:45:32.070184
V02842,"Chase, Long and Anderson",EMEA,Medium,2026-08-12 21:45:32.070184
V02843,"Glenn, Brown and Michael",APAC,Low,2026-08-12 21:45:32.070184
V02844,Ellis-Martin,EMEA,Low,2026-08-12 21:45:32.070184
V02845,Ramos Group,EMEA,High,2026-08-12 21:45:32.070184
V02846,Merritt-Clark,APAC,High,2026-08-12 21:45:32.070184
V02847,"Gonzalez, Curtis and Cox",APAC,Medium,2026-08-12 21:45:32.070184
V02848,"Garcia, Floyd and Garrison",APAC,Low,2026-08-12 21:45:32.070184
V02849,Clements-Simmons,LATAM,High,2026-08-12 21:45:32.070184
V02850,Howe Inc,LATAM,Medium,2026-08-12 21:45:32.070184
V02851,Mccann-White,APAC,Medium,2026-08-12 21:45:32.070184
V02852,Wilson PLC,LATAM,Low,2026-08-12 21:45:32.070184
V02853,"Morgan, Hamilton and Hernandez",AMER,Medium,2026-08-12 21:45:32.070184
V02854,"Powell, Johnson and Allen",LATAM,Medium,2026-08-12 21:45:32.070184
V02855,Turner-Carlson,AMER,Medium,2026-08-12 21:45:32.070184
V02856,Delgado Group,LATAM,Low,2026-08-12 21:45:32.070184
V02857,"Esparza, Lambert and Davis",APAC,Medium,2026-08-12 21:45:32.070184
V02858,Hancock-Santos,LATAM,Medium,2026-08-12 21:45:32.070184
V02859,Chen-Wallace,EMEA,Medium,2026-08-12 21:45:32.070184
V02860,Wilson Inc,LATAM,Medium,2026-08-12 21:45:32.070184
V02861,Burns Ltd,EMEA,High,2026-08-12 21:45:32.070184
V02862,"walker, matthews and archer",APAC,Low,2026-08-12 21:45:32.070184
V02863,Hill-Mcgee,AMER,Medium,2026-08-12 21:45:32.070184
V02864,"White, Washington and Newman",APAC,High,2026-08-12 21:45:32.070184
V02865,Evans-Martinez,EMEA,Medium,2026-08-12 21:45:32.070184
V02866,Brown-Stout,LATAM,High,2026-08-12 21:45:32.070184
V02867,"Lopez, Hess and Smith",APAC,Medium,2026-08-12 21:45:32.070184
V02868,"Roth, Logan and Moreno",EMEA,,2026-08-12 21:45:32.070184
V02869,Stone PLC,AMER,High,2026-08-12 21:45:32.070184
V02870,"Reeves, Tyler and Martinez",EMEA,Medium,2026-08-12 21:45:32.070184
V02871,Sheppard Inc,EMEA,Low,2026-08-12 21:45:32.070184
V02872,Atkins Ltd,LATAM,High,2026-08-12 21:45:32.070184
V02873,Smith Group,APAC,Low,2026-08-12 21:45:32.070184
V02874,Martinez-Anderson,LATAM,,2026-08-12 21:45:32.070184
V02875,Delgado Inc,EMEA,Low,2026-08-12 21:45:32.070184
V02876,"Scott, Mullins and Miller",EMEA,High,2026-08-12 21:45:32.070184
V02877,Hunter LLC,LATAM,High,2026-08-12 21:45:32.070184
V02878,"Jackson, Rowland and Barrett",LATAM,Low,2026-08-12 21:45:32.070184
V02879,Turner PLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02880,Hopkins-Wallace,LATAM,High,2026-08-12 21:45:32.070184
V02881,"Henry, Edwards and Bartlett",EMEA,,2026-08-12 21:45:32.070184
V02882,Obrien-Dixon,LATAM,Medium,2026-08-12 21:45:32.070184
V02883,"Garcia, Weiss and Young",LATAM,Low,2026-08-12 21:45:32.070184
V02884,Thomas and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V02885,Guzman and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V02886,"Howard, Anderson and Dean",AMER,Low,2026-08-12 21:45:32.070184
V02887,Pierce LLC,LATAM,High,2026-08-12 21:45:32.070184
V02888,Santos-Martin,LATAM,High,2026-08-12 21:45:32.070184
V02889,Miller-King,EMEA,Low,2026-08-12 21:45:32.070184
V02890,Bentley-Thomas,APAC,High,2026-08-12 21:45:32.070184
V02891,Jones Ltd,APAC,High,2026-08-12 21:45:32.070184
V02892,Cowan-Terry,AMER,Medium,2026-08-12 21:45:32.070184
V02893,Klein PLC,LATAM,High,2026-08-12 21:45:32.070184
V02894,"Holland, Dixon and Martin",EMEA,Medium,2026-08-12 21:45:32.070184
V02895,Stewart Group,AMER,Low,2026-08-12 21:45:32.070184
V02896,Johnson-Munoz,EMEA,Low,2026-08-12 21:45:32.070184
V02897,Nelson PLC,EMEA,Low,2026-08-12 21:45:32.070184
V02898,Sutton Group,AMER,Medium,2026-08-12 21:45:32.070184
V02899,Murphy Inc,LATAM,Low,2026-08-12 21:45:32.070184
V02900,Blankenship-Strickland,LATAM,Low,2026-08-12 21:45:32.070184
V02901,Melton and Sons,APAC,High,2026-08-12 21:45:32.070184
V02902,Smith-Bennett,APAC,High,2026-08-12 21:45:32.070184
V02903,Gray Inc,EMEA,Low,2026-08-12 21:45:32.070184
V02904,Thompson Ltd,APAC,High,2026-08-12 21:45:32.070184
V02905,Chapman-Roman,EMEA,Medium,2026-08-12 21:45:32.070184
V02906,Rice Ltd,EMEA,Low,2026-08-12 21:45:32.070184
V02907,"Grimes, Arnold and Lawson",AMER,Medium,2026-08-12 21:45:32.070184
V02908,Jackson Group,AMER,Low,2026-08-12 21:45:32.070184
V02909,Reed Ltd,AMER,High,2026-08-12 21:45:32.070184
V02910,"Faulkner, Schmidt and Wheeler",LATAM,High,2026-08-12 21:45:32.070184
V02911,Woods-Anderson,EMEA,Medium,2026-08-12 21:45:32.070184
V02912,Parks Ltd,APAC,Medium,2026-08-12 21:45:32.070184
V02913,Sandoval and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V02914,Bradley-Adams,APAC,High,2026-08-12 21:45:32.070184
V02915,"Fowler, Wood and Waters",AMER,High,2026-08-12 21:45:32.070184
V02916,"Franklin, Mann and White",APAC,Low,2026-08-12 21:45:32.070184
V02917,Lindsey-Shaw,LATAM,Medium,2026-08-12 21:45:32.070184
V02918,Cisneros-Meyer,APAC,High,2026-08-12 21:45:32.070184
V02919,"Keith, Cervantes and Torres",LATAM,Low,2026-08-12 21:45:32.070184
V02920,Meza Group,EMEA,Low,2026-08-12 21:45:32.070184
V02921,bruce-walters,EMEA,Low,2026-08-12 21:45:32.070184
V02922,Blair Inc,AMER,Low,2026-08-12 21:45:32.070184
V02923,Johnston Inc,LATAM,High,2026-08-12 21:45:32.070184
V02924,"Mitchell, Noble and Stokes",AMER,Low,2026-08-12 21:45:32.070184
V02925,Hayden Group,LATAM,High,2026-08-12 21:45:32.070184
V02926,"Romero, Cross and Castillo",APAC,High,2026-08-12 21:45:32.070184
V02927,"Jennings, Rhodes and Patel",EMEA,Low,2026-08-12 21:45:32.070184
V02928,Sullivan PLC,EMEA,Medium,2026-08-12 21:45:32.070184
V02929,Bartlett Ltd,APAC,High,2026-08-12 21:45:32.070184
V02930,Klein Ltd,APAC,,2026-08-12 21:45:32.070184
V02931,"Brady, Sanchez and Stevenson",LATAM,High,2026-08-12 21:45:32.070184
V02932,"Sutton, Williams and West",EMEA,Medium,2026-08-12 21:45:32.070184
V02933,Craig PLC,AMER,Low,2026-08-12 21:45:32.070184
V02934,Thompson LLC,AMER,High,2026-08-12 21:45:32.070184
V02935,palmer inc,APAC,Medium,2026-08-12 21:45:32.070184
V02936,Simpson-Jackson,APAC,Low,2026-08-12 21:45:32.070184
V02937,Morgan Ltd,LATAM,Low,2026-08-12 21:45:32.070184
V02938,Decker Inc,APAC,High,2026-08-12 21:45:32.070184
V02939,Evans-Carter,AMER,High,2026-08-12 21:45:32.070184
V02940,Smith Ltd,LATAM,Medium,2026-08-12 21:45:32.070184
V02941,"Long, Leblanc and Hickman",AMER,Low,2026-08-12 21:45:32.070184
V02942,"Robertson, Barry and Walls",EMEA,High,2026-08-12 21:45:32.070184
V02943,"Charles, Brown and Smith",EMEA,Low,2026-08-12 21:45:32.070184
V02944,Murphy-Gomez,AMER,Medium,2026-08-12 21:45:32.070184
V02945,Bailey Ltd,AMER,High,2026-08-12 21:45:32.070184
V02946,Morales Inc,AMER,Medium,2026-08-12 21:45:32.070184
V02947,Jordan and Sons,APAC,High,2026-08-12 21:45:32.070184
V02948,Rice and Sons,APAC,,2026-08-12 21:45:32.070184
V02949,Martinez-Freeman,LATAM,High,2026-08-12 21:45:32.070184
V02950,Hammond LLC,EMEA,High,2026-08-12 21:45:32.070184
V02951,Ruiz LLC,AMER,Medium,2026-08-12 21:45:32.070184
V02952,Diaz-Mcclain,LATAM,Low,2026-08-12 21:45:32.070184
V02953,"Cain, Rodriguez and Gonzales",AMER,Medium,2026-08-12 21:45:32.070184
V02954,Martin-Gomez,APAC,Medium,2026-08-12 21:45:32.070184
V02955,Smith-Stephenson,LATAM,Low,2026-08-12 21:45:32.070184
V02956,"Gonzalez, Lopez and Williams",AMER,Low,2026-08-12 21:45:32.070184
V02957,Fisher-Rivera,AMER,Low,2026-08-12 21:45:32.070184
V02958,Martin and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V02959,Moyer-Bird,EMEA,Medium,2026-08-12 21:45:32.070184
V02960,Fisher PLC,EMEA,High,2026-08-12 21:45:32.070184
V02961,Marsh-Klein,AMER,Medium,2026-08-12 21:45:32.070184
V02962,Potter-Deleon,EMEA,High,2026-08-12 21:45:32.070184
V02963,Shaw-Mclean,EMEA,Medium,2026-08-12 21:45:32.070184
V02964,Anderson-Rosario,APAC,Medium,2026-08-12 21:45:32.070184
V02965,Martinez LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02966,"Smith, Cohen and Williams",LATAM,High,2026-08-12 21:45:32.070184
V02967,Jordan-Harper,LATAM,Low,2026-08-12 21:45:32.070184
V02968,Hamilton LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02969,Tucker-Hodges,APAC,Low,2026-08-12 21:45:32.070184
V02970,Williamson Ltd,APAC,Low,2026-08-12 21:45:32.070184
V02971,"Lopez, Campbell and Wilson",EMEA,Medium,2026-08-12 21:45:32.070184
V02972,Gamble-Wright,EMEA,Medium,2026-08-12 21:45:32.070184
V02973,Gonzalez-Mccarthy,APAC,High,2026-08-12 21:45:32.070184
V02974,Haynes PLC,AMER,Medium,2026-08-12 21:45:32.070184
V02975,"White, Riddle and Garza",AMER,Low,2026-08-12 21:45:32.070184
V02976,"Hernandez, Martinez and Morales",AMER,Low,2026-08-12 21:45:32.070184
V02977,Mooney-Hickman,LATAM,High,2026-08-12 21:45:32.070184
V02978,Smith-Gonzalez,LATAM,High,2026-08-12 21:45:32.070184
V02979,James PLC,LATAM,Medium,2026-08-12 21:45:32.070184
V02980,Graves-Baird,APAC,High,2026-08-12 21:45:32.070184
V02981,Rogers Group,APAC,Low,2026-08-12 21:45:32.070184
V02982,Hicks Ltd,AMER,Medium,2026-08-12 21:45:32.070184
V02983,Torres LLC,LATAM,,2026-08-12 21:45:32.070184
V02984,Ramirez-Bell,APAC,High,2026-08-12 21:45:32.070184
V02985,Wright-Jacobson,EMEA,High,2026-08-12 21:45:32.070184
V02986,Williams Inc,APAC,Low,2026-08-12 21:45:32.070184
V02987,"Garner, Lewis and Kennedy",EMEA,Medium,2026-08-12 21:45:32.070184
V02988,"Garcia, Lopez and Vaughan",AMER,High,2026-08-12 21:45:32.070184
V02989,Cook-Rodriguez,APAC,Medium,2026-08-12 21:45:32.070184
V02990,"Smith, Arnold and Atkins",EMEA,Medium,2026-08-12 21:45:32.070184
V02991,Ward-Patrick,APAC,Low,2026-08-12 21:45:32.070184
V02992,"Maxwell, Rice and Watson",LATAM,High,2026-08-12 21:45:32.070184
V02993,"Hill, Silva and Miller",LATAM,High,2026-08-12 21:45:32.070184
V02994,Anderson Ltd,EMEA,Low,2026-08-12 21:45:32.070184
V02995,"Martinez, Willis and Barr",EMEA,Medium,2026-08-12 21:45:32.070184
V02996,"Roth, Lee and Griffin",LATAM,High,2026-08-12 21:45:32.070184
V02997,Jones PLC,LATAM,High,2026-08-12 21:45:32.070184
V02998,"Cooper, Swanson and Mayo",EMEA,High,2026-08-12 21:45:32.070184
V02999,ferguson and sons,APAC,Medium,2026-08-12 21:45:32.070184
V03000,Anderson Group,LATAM,Low,2026-08-12 21:45:32.070184
V03001,"Dawson, Snow and Malone",EMEA,Low,2026-08-12 21:45:32.070184
V03002,"Hester, Jacobson and West",APAC,Medium,2026-08-12 21:45:32.070184
V03003,"Wilson, Graham and Webb",APAC,Medium,2026-08-12 21:45:32.070184
V03004,"Velazquez, Gordon and Johnson",AMER,Medium,2026-08-12 21:45:32.070184
V03005,"Hill, Ponce and Roberts",EMEA,Medium,2026-08-12 21:45:32.070184
V03006,"Brown, Compton and Lee",LATAM,Low,2026-08-12 21:45:32.070184
V03007,Simpson-Patel,LATAM,Low,2026-08-12 21:45:32.070184
V03008,"Mata, Martin and Christensen",LATAM,High,2026-08-12 21:45:32.070184
V03009,Hart-Myers,LATAM,Medium,2026-08-12 21:45:32.070184
V03010,"Nelson, White and Moore",APAC,High,2026-08-12 21:45:32.070184
V03011,Vargas Inc,LATAM,High,2026-08-12 21:45:32.070184
V03012,"Gibson, Zimmerman and Warren",APAC,High,2026-08-12 21:45:32.070184
V03013,Phelps-Phillips,EMEA,Medium,2026-08-12 21:45:32.070184
V03014,Arnold-Jackson,AMER,,2026-08-12 21:45:32.070184
V03015,Ferguson LLC,APAC,Low,2026-08-12 21:45:32.070184
V03016,Bowman LLC,LATAM,,2026-08-12 21:45:32.070184
V03017,Nelson Inc,AMER,Medium,2026-08-12 21:45:32.070184
V03018,"Whitney, Mayo and Clark",APAC,Medium,2026-08-12 21:45:32.070184
V03019,Smith LLC,AMER,High,2026-08-12 21:45:32.070184
V03020,"Jacobs, Wood and Miller",LATAM,Low,2026-08-12 21:45:32.070184
V03021,"Henson, Baker and Anderson",AMER,High,2026-08-12 21:45:32.070184
V03022,"Phillips, Galloway and Garrett",LATAM,Low,2026-08-12 21:45:32.070184
V03023,Holloway and Sons,EMEA,High,2026-08-12 21:45:32.070184
V03024,"Sanford, Thompson and Bonilla",APAC,Medium,2026-08-12 21:45:32.070184
V03025,"Sandoval, Parrish and Crosby",EMEA,High,2026-08-12 21:45:32.070184
V03026,"Rodriguez, Reese and Reyes",AMER,Low,2026-08-12 21:45:32.070184
V03027,"Scott, Sims and Munoz",AMER,Medium,2026-08-12 21:45:32.070184
V03028,Montoya and Sons,APAC,High,2026-08-12 21:45:32.070184
V03029,Adams-Perkins,AMER,Low,2026-08-12 21:45:32.070184
V03030,Moore-Hall,AMER,Medium,2026-08-12 21:45:32.070184
V03031,"Hamilton, Hernandez and Mendoza",APAC,Medium,2026-08-12 21:45:32.070184
V03032,White-Lopez,EMEA,High,2026-08-12 21:45:32.070184
V03033,Lopez Group,LATAM,Low,2026-08-12 21:45:32.070184
V03034,"White, Campbell and Collins",EMEA,Medium,2026-08-12 21:45:32.070184
V03035,Roth Ltd,LATAM,Low,2026-08-12 21:45:32.070184
V03036,"Lopez, Thomas and Simmons",LATAM,,2026-08-12 21:45:32.070184
V03037,Stout-Waller,EMEA,Medium,2026-08-12 21:45:32.070184
V03038,ramsey and sons,APAC,Low,2026-08-12 21:45:32.070184
V03039,"Christensen, Smith and Garcia",APAC,Low,2026-08-12 21:45:32.070184
V03040,Smith-Serrano,LATAM,High,2026-08-12 21:45:32.070184
V03041,"michael, anderson and carrillo",LATAM,Medium,2026-08-12 21:45:32.070184
V03042,Thomas-Burton,APAC,Medium,2026-08-12 21:45:32.070184
V03043,Sparks Inc,LATAM,High,2026-08-12 21:45:32.070184
V03044,Daniels LLC,EMEA,High,2026-08-12 21:45:32.070184
V03045,"Miller, Taylor and Malone",AMER,High,2026-08-12 21:45:32.070184
V03046,Ochoa-Parker,AMER,Low,2026-08-12 21:45:32.070184
V03047,Moore-Brown,APAC,Medium,2026-08-12 21:45:32.070184
V03048,"Adams, Stephens and Smith",LATAM,Low,2026-08-12 21:45:32.070184
V03049,Garcia LLC,APAC,High,2026-08-12 21:45:32.070184
V03050,Hunt Group,AMER,Medium,2026-08-12 21:45:32.070184
V03051,Smith and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V03052,Perez Group,AMER,Low,2026-08-12 21:45:32.070184
V03053,Gomez LLC,AMER,High,2026-08-12 21:45:32.070184
V03054,Dorsey Ltd,LATAM,High,2026-08-12 21:45:32.070184
V03055,Mcdaniel-Espinoza,LATAM,High,2026-08-12 21:45:32.070184
V03056,Vasquez Inc,AMER,High,2026-08-12 21:45:32.070184
V03057,Garcia LLC,APAC,High,2026-08-12 21:45:32.070184
V03058,Jones-Cook,LATAM,Medium,2026-08-12 21:45:32.070184
V03059,Mclean-Gillespie,LATAM,Low,2026-08-12 21:45:32.070184
V03060,Munoz and Sons,APAC,Low,2026-08-12 21:45:32.070184
V03061,Moreno-Greene,LATAM,High,2026-08-12 21:45:32.070184
V03062,"Coleman, Barry and Mcdaniel",LATAM,High,2026-08-12 21:45:32.070184
V03063,"Roth, Bailey and Garcia",LATAM,Low,2026-08-12 21:45:32.070184
V03064,Stanley-Cantu,EMEA,High,2026-08-12 21:45:32.070184
V03065,"Lindsey, Mccormick and Hensley",LATAM,Low,2026-08-12 21:45:32.070184
V03066,Strickland and Sons,LATAM,High,2026-08-12 21:45:32.070184
V03067,Hernandez-Griffin,LATAM,High,2026-08-12 21:45:32.070184
V03068,Briggs-Wilson,EMEA,Medium,2026-08-12 21:45:32.070184
V03069,Moyer-Ramirez,EMEA,Medium,2026-08-12 21:45:32.070184
V03070,Morris and Sons,APAC,Low,2026-08-12 21:45:32.070184
V03071,Saunders LLC,EMEA,High,2026-08-12 21:45:32.070184
V03072,Snyder-Olson,LATAM,Low,2026-08-12 21:45:32.070184
V03073,Guzman-Fields,AMER,High,2026-08-12 21:45:32.070184
V03074,Pham Ltd,EMEA,Low,2026-08-12 21:45:32.070184
V03075,Reyes PLC,AMER,,2026-08-12 21:45:32.070184
V03076,Ryan-Vasquez,LATAM,Medium,2026-08-12 21:45:32.070184
V03077,"Underwood, Cruz and Carpenter",APAC,High,2026-08-12 21:45:32.070184
V03078,Rose-Frank,AMER,Medium,2026-08-12 21:45:32.070184
V03079,"Robinson, Miller and Ward",APAC,Medium,2026-08-12 21:45:32.070184
V03080,Mcknight Inc,AMER,Medium,2026-08-12 21:45:32.070184
V03081,Grant-Rosario,LATAM,Medium,2026-08-12 21:45:32.070184
V03082,Brown LLC,APAC,High,2026-08-12 21:45:32.070184
V03083,Allison-Delacruz,EMEA,Medium,2026-08-12 21:45:32.070184
V03084,Phillips and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V03085,"Bonilla, Durham and Sanchez",AMER,Medium,2026-08-12 21:45:32.070184
V03086,Brown and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V03087,Hayden Ltd,APAC,Medium,2026-08-12 21:45:32.070184
V03088,Bennett Inc,AMER,Low,2026-08-12 21:45:32.070184
V03089,"Hanna, Watson and Miles",EMEA,Medium,2026-08-12 21:45:32.070184
V03090,"Perkins, Woods and Wheeler",APAC,High,2026-08-12 21:45:32.070184
V03091,Johnson LLC,LATAM,High,2026-08-12 21:45:32.070184
V03092,Miller Inc,EMEA,Low,2026-08-12 21:45:32.070184
V03093,Carroll Group,APAC,High,2026-08-12 21:45:32.070184
V03094,Cannon Group,APAC,Low,2026-08-12 21:45:32.070184
V03095,"Taylor, Rose and Rush",LATAM,Medium,2026-08-12 21:45:32.070184
V03096,Jenkins-Rogers,APAC,High,2026-08-12 21:45:32.070184
V03097,"Dominguez, Mitchell and Moore",APAC,High,2026-08-12 21:45:32.070184
V03098,"Johnson, Potter and Gordon",LATAM,High,2026-08-12 21:45:32.070184
V03099,sanders group,EMEA,Medium,2026-08-12 21:45:32.070184
V03100,"Vaughan, Gibson and Dawson",AMER,Medium,2026-08-12 21:45:32.070184
V03101,Ellison-Shaw,EMEA,Medium,2026-08-12 21:45:32.070184
V03102,"Perez, Huynh and Nelson",AMER,High,2026-08-12 21:45:32.070184
V03103,Boyd and Sons,AMER,High,2026-08-12 21:45:32.070184
V03104,"Lewis, Montgomery and Robinson",EMEA,High,2026-08-12 21:45:32.070184
V03105,Carson PLC,LATAM,High,2026-08-12 21:45:32.070184
V03106,"Skinner, Velasquez and Mcdonald",AMER,Medium,2026-08-12 21:45:32.070184
V03107,Delgado-Sullivan,AMER,Low,2026-08-12 21:45:32.070184
V03108,Martin-Pratt,EMEA,Medium,2026-08-12 21:45:32.070184
