po_id,vendor_id,item_name,quantity_requested,po_timestamp,ingestion_timestamp
PO0002216,V01005,Solutions,458,2025-06-23 20:49:01,2026-08-12 21:41:41.391515
PO0002217,V02491,Communities,625,2025-03-16 09:55:40,2026-08-12 21:41:41.391515
PO0002218,V04146,Roi,299,2025-12-23 12:32:16,2026-08-12 21:41:41.391515
PO0002219,V03327,E-markets,385,2026-03-01 14:20:57,2026-08-12 21:41:41.391515
PO0002221,V03812,Roi,71,2025-05-22 00:08:55,2026-08-12 21:41:41.391515
PO0002222,V04801,E-commerce,112,2025-09-23 21:06:26,2026-08-12 21:41:41.391515
PO0002223,V00142,E-services,168,2025-03-11 05:47:51,2026-08-12 21:41:41.391515
PO0002224,V01555,Platforms,319,2024-07-25 13:47:48,2026-08-12 21:41:41.391515
PO0002225,V00882,Solutions,894,2024-10-01 03:26:56,2026-08-12 21:41:41.391515
PO0002226,V04731,Channels,646,2025-04-13 02:28:30,2026-08-12 21:41:41.391515
PO0002227,V04881,Metrics,787,2025-02-06 16:07:53,2026-08-12 21:41:41.391515
PO0002228,V00710,E-markets,81,2024-06-02 16:03:16,2026-08-12 21:41:41.391515
PO0002229,V02853,Niches,677,2026-03-24 03:48:50,2026-08-12 21:41:41.391515
PO0002230,V04129,E-business,251,2024-04-25 12:28:10,2026-08-12 21:41:41.391515
PO0002231,V03265,E-tailers,862,2025-05-11 12:34:45,2026-08-12 21:41:41.391515
PO0002232,V03164,Action-items,215,2025-05-31 04:33:35,2026-08-12 21:41:41.391515
PO0002233,V04677,Schemas,207,2024-11-13 03:04:05,2026-08-12 21:41:41.391515
PO0002234,V02938,E-services,270,2024-12-16 07:33:44,2026-08-12 21:41:41.391515
PO0002236,V04391,Users,599,2024-11-05 00:53:34,2026-08-12 21:41:41.391515
PO0002237,V03495,Functionalities,899,2024-05-06 08:46:37,2026-08-12 21:41:41.391515
PO0002238,V04352,Users,764,2025-05-20 01:06:40,2026-08-12 21:41:41.391515
PO0002239,V03780,Roi,834,2025-11-20 22:18:16,2026-08-12 21:41:41.391515
PO0002240,V01880,Roi,954,2024-10-14 05:08:01,2026-08-12 21:41:41.391515
PO0002241,V01409,Methodologies,960,2025-03-24 11:05:30,2026-08-12 21:41:41.391515
PO0002242,V03223,Users,108,2026-01-15 14:11:54,2026-08-12 21:41:41.391515
PO0002243,V00997,Channels,466,2025-09-10 14:03:16,2026-08-12 21:41:41.391515
PO0002244,V02486,Users,636,2025-06-25 00:32:55,2026-08-12 21:41:41.391515
PO0002245,V01029,Convergence,659,2024-06-25 19:15:21,2026-08-12 21:41:41.391515
PO0002246,V01552,Infrastructures,239,2025-06-30 12:14:51,2026-08-12 21:41:41.391515
PO0002247,V00383,Users,446,2024-07-12 02:03:59,2026-08-12 21:41:41.391515
PO0002248,V04840,Markets,139,2025-07-06 04:55:30,2026-08-12 21:41:41.391515
PO0002249,V00297,E-services,876,2024-05-13 06:33:43,2026-08-12 21:41:41.391515
PO0002250,V01005,Solutions,716,2025-05-04 03:24:29,2026-08-12 21:41:41.391515
PO0002251,V02577,E-services,553,2024-11-30 11:32:47,2026-08-12 21:41:41.391515
PO0002252,V03551,Markets,668,2025-08-12 08:25:55,2026-08-12 21:41:41.391515
PO0002253,V03061,Relationships,952,2026-02-04 09:40:20,2026-08-12 21:41:41.391515
PO0002255,V02614,Niches,640,2024-07-28 11:17:16,2026-08-12 21:41:41.391515
PO0002256,V01077,E-tailers,795,2024-06-23 14:44:54,2026-08-12 21:41:41.391515
PO0002257,V00948,Channels,96,2025-03-23 13:51:48,2026-08-12 21:41:41.391515
PO0002258,V00776,Models,237,2024-12-07 15:02:23,2026-08-12 21:41:41.391515
PO0002259,V01821,E-services,368,2024-05-21 21:09:57,2026-08-12 21:41:41.391515
PO0002260,V01671,E-services,345,2024-05-27 02:48:18,2026-08-12 21:41:41.391515
PO0002261,V00143,E-tailers,196,2025-02-25 13:01:06,2026-08-12 21:41:41.391515
PO0002262,V00651,Paradigms,74,2025-07-05 17:37:11,2026-08-12 21:41:41.391515
PO0002263,V05000,Services,665,2025-11-11 10:25:31,2026-08-12 21:41:41.391515
PO0002264,V02695,Partnerships,818,2025-11-02 23:39:20,2026-08-12 21:41:41.391515
PO0002265,V01078,Paradigms,711,2025-12-02 11:52:17,2026-08-12 21:41:41.391515
PO0002266,V01595,Partnerships,77,2025-06-02 23:03:54,2026-08-12 21:41:41.391515
PO0002267,V02611,Relationships,111,2026-04-12 21:57:48,2026-08-12 21:41:41.391515
PO0002268,V03697,Niches,536,2026-01-17 22:24:35,2026-08-12 21:41:41.391515
PO0002269,V01098,E-services,-100,2025-12-05 22:42:25,2026-08-12 21:41:41.391515
PO0002270,V03248,Metrics,466,2026-03-13 04:35:01,2026-08-12 21:41:41.391515
PO0002271,V00178,Schemas,95,2024-09-21 14:16:26,2026-08-12 21:41:41.391515
PO0002272,V04149,Roi,862,2025-02-17 06:56:20,2026-08-12 21:41:41.391515
PO0002273,V04719,Systems,624,2025-08-03 04:48:13,2026-08-12 21:41:41.391515
PO0002274,V04113,E-markets,330,2025-11-06 07:07:00,2026-08-12 21:41:41.391515
PO0002275,V02974,Services,951,2025-08-16 17:07:19,2026-08-12 21:41:41.391515
PO0002277,V03608,Solutions,239,2026-01-25 11:42:52,2026-08-12 21:41:41.391515
PO0002278,V04175,E-services,490,2024-09-18 07:36:59,2026-08-12 21:41:41.391515
PO0002279,V01506,Schemas,66,2025-12-19 01:31:27,2026-08-12 21:41:41.391515
PO0002281,V03006,E-markets,540,2024-10-14 00:17:10,2026-08-12 21:41:41.391515
PO0002282,V01420,E-markets,407,2024-11-20 09:42:15,2026-08-12 21:41:41.391515
PO0002283,V03501,Metrics,459,2025-06-11 16:42:15,2026-08-12 21:41:41.391515
PO0002284,V01160,Functionalities,957,2024-11-12 22:59:24,2026-08-12 21:41:41.391515
PO0002285,V00202,Bandwidth,624,2025-05-19 00:41:05,2026-08-12 21:41:41.391515
PO0002286,V00365,Infrastructures,327,2025-03-23 11:18:37,2026-08-12 21:41:41.391515
PO0002287,V02411,Convergence,181,2024-11-14 01:09:12,2026-08-12 21:41:41.391515
PO0002288,V02080,Paradigms,354,2025-04-01 19:01:37,2026-08-12 21:41:41.391515
PO0002290,V01985,Partnerships,565,2025-05-14 14:34:53,2026-08-12 21:41:41.391515
PO0002291,V02347,Roi,948,2024-08-18 12:17:51,2026-08-12 21:41:41.391515
PO0002292,V02694,Niches,263,2024-07-18 02:13:05,2026-08-12 21:41:41.391515
PO0002293,V01406,Niches,860,2024-10-08 23:52:01,2026-08-12 21:41:41.391515
PO0002294,V01208,Services,833,2025-07-07 21:53:01,2026-08-12 21:41:41.391515
PO0002295,V00639,Schemas,927,2025-06-01 22:47:08,2026-08-12 21:41:41.391515
PO0002296,V04258,Functionalities,289,2025-03-02 15:12:11,2026-08-12 21:41:41.391515
PO0002297,V02635,Architectures,38,2024-12-21 10:35:14,2026-08-12 21:41:41.391515
PO0002298,V01346,Platforms,586,2024-11-17 01:53:33,2026-08-12 21:41:41.391515
PO0002299,V02695,Partnerships,58,2025-03-19 07:31:36,2026-08-12 21:41:41.391515
PO0002300,V04269,Schemas,847,2024-09-10 15:16:31,2026-08-12 21:41:41.391515
PO0002301,V01294,Web-readiness,581,2024-08-10 23:44:06,2026-08-12 21:41:41.391515
PO0002302,V03743,E-markets,379,2025-10-24 21:51:18,2026-08-12 21:41:41.391515
PO0002303,V02497,Platforms,908,2026-02-11 15:15:50,2026-08-12 21:41:41.391515
PO0002304,V01058,Roi,909,2024-04-25 13:31:37,2026-08-12 21:41:41.391515
PO0002305,V00925,Info-mediaries,884,2024-08-26 15:08:27,2026-08-12 21:41:41.391515
PO0002306,V04804,E-markets,786,2024-06-08 04:58:45,2026-08-12 21:41:41.391515
PO0002307,V00087,Functionalities,280,2024-08-25 07:57:25,2026-08-12 21:41:41.391515
PO0002308,V01249,E-tailers,712,2024-09-19 19:26:00,2026-08-12 21:41:41.391515
PO0002309,V01082,Infrastructures,864,2025-11-16 11:39:18,2026-08-12 21:41:41.391515
PO0002311,V04588,Architectures,415,2025-05-04 21:31:58,2026-08-12 21:41:41.391515
PO0002312,V01156,E-services,298,2025-10-03 02:05:42,2026-08-12 21:41:41.391515
PO0002313,V02274,Schemas,678,2026-04-17 04:41:08,2026-08-12 21:41:41.391515
PO0002314,V01088,E-business,526,2025-11-15 18:11:38,2026-08-12 21:41:41.391515
PO0002315,V03471,Info-mediaries,892,2024-08-11 06:15:47,2026-08-12 21:41:41.391515
PO0002316,V00651,Paradigms,576,2026-02-19 19:41:14,2026-08-12 21:41:41.391515
PO0002317,V00322,Platforms,320,2024-04-29 07:18:45,2026-08-12 21:41:41.391515
PO0002318,V00550,Roi,114,2025-01-22 01:38:05,2026-08-12 21:41:41.391515
PO0002319,V03638,Platforms,431,2026-03-20 03:01:25,2026-08-12 21:41:41.391515
PO0002320,V02233,Solutions,638,2024-12-29 10:27:02,2026-08-12 21:41:41.391515
PO0002321,V00638,Infrastructures,876,2024-04-19 03:57:17,2026-08-12 21:41:41.391515
PO0002322,V01962,E-tailers,999,2026-03-01 11:23:10,2026-08-12 21:41:41.391515
PO0002323,V04437,Methodologies,953,2024-09-26 16:08:18,2026-08-12 21:41:41.391515
PO0002324,V02850,Roi,490,2025-11-30 09:00:11,2026-08-12 21:41:41.391515
PO0002326,V04518,Metrics,571,2024-04-19 13:03:23,2026-08-12 21:41:41.391515
PO0002327,V00355,Services,463,2024-06-04 08:32:42,2026-08-12 21:41:41.391515
PO0002329,V03524,Bandwidth,992,2024-05-02 02:57:35,2026-08-12 21:41:41.391515
PO0002330,V03596,E-tailers,192,2025-06-18 01:46:26,2026-08-12 21:41:41.391515
PO0002331,V02213,Communities,862,2025-05-26 02:59:08,2026-08-12 21:41:41.391515
PO0002332,V02212,Platforms,177,2025-02-04 18:09:55,2026-08-12 21:41:41.391515
PO0002333,V04998,Niches,826,2024-10-28 03:39:46,2026-08-12 21:41:41.391515
PO0002334,V04640,Schemas,819,2025-12-25 03:58:41,2026-08-12 21:41:41.391515
PO0002335,V02241,Communities,431,2024-11-30 13:41:17,2026-08-12 21:41:41.391515
PO0002336,V00327,Networks,469,2025-11-16 17:10:50,2026-08-12 21:41:41.391515
PO0002337,V01707,Markets,806,2025-10-24 20:00:58,2026-08-12 21:41:41.391515
PO0002338,V00163,Convergence,411,2025-02-25 06:20:54,2026-08-12 21:41:41.391515
PO0002339,V03797,E-commerce,815,2025-04-05 04:51:23,2026-08-12 21:41:41.391515
PO0002340,V02191,Communities,505,2024-10-20 20:32:37,2026-08-12 21:41:41.391515
PO0002341,V01861,Roi,830,2025-07-23 04:21:44,2026-08-12 21:41:41.391515
PO0002342,V00886,Metrics,88,2024-07-13 09:39:10,2026-08-12 21:41:41.391515
PO0002344,V03760,Info-mediaries,773,2024-04-21 18:12:04,2026-08-12 21:41:41.391515
PO0002345,V00738,Channels,209,2024-04-20 14:47:16,2026-08-12 21:41:41.391515
PO0002346,V03526,E-services,859,2025-05-23 22:03:34,2026-08-12 21:41:41.391515
PO0002348,V00981,Users,555,2025-07-06 02:07:58,2026-08-12 21:41:41.391515
PO0002349,V03657,Schemas,418,2025-12-05 14:56:01,2026-08-12 21:41:41.391515
PO0002351,V01012,E-commerce,273,2025-07-03 06:51:12,2026-08-12 21:41:41.391515
PO0002352,V03874,Roi,496,2024-06-26 21:33:01,2026-08-12 21:41:41.391515
PO0002353,V03111,Users,764,2024-07-21 05:42:37,2026-08-12 21:41:41.391515
PO0002354,V03573,Platforms,569,2024-10-30 20:04:58,2026-08-12 21:41:41.391515
PO0002355,V04312,Metrics,611,2024-07-19 12:33:59,2026-08-12 21:41:41.391515
PO0002356,V01856,Niches,79,2025-02-27 12:10:42,2026-08-12 21:41:41.391515
PO0002357,V03453,Functionalities,430,2025-12-29 01:57:49,2026-08-12 21:41:41.391515
PO0002358,V02463,E-commerce,324,2024-04-20 01:34:45,2026-08-12 21:41:41.391515
PO0002359,V03592,Solutions,69,2024-05-05 23:35:16,2026-08-12 21:41:41.391515
PO0002360,V04866,Services,541,2025-07-12 05:32:40,2026-08-12 21:41:41.391515
PO0002361,V01436,E-business,196,2026-02-11 18:49:28,2026-08-12 21:41:41.391515
PO0002362,V04768,Metrics,439,2026-02-07 12:41:03,2026-08-12 21:41:41.391515
PO0002363,V02798,Systems,432,2024-06-28 17:37:05,2026-08-12 21:41:41.391515
PO0002364,V00927,Action-items,447,2025-02-10 15:27:42,2026-08-12 21:41:41.391515
PO0002365,V00332,Web-readiness,90,2025-07-02 23:11:49,2026-08-12 21:41:41.391515
PO0002366,V01811,Platforms,498,2025-11-23 20:31:44,2026-08-12 21:41:41.391515
PO0002367,V01087,E-tailers,948,2025-11-14 20:32:57,2026-08-12 21:41:41.391515
PO0002368,V00994,Platforms,146,2025-08-18 14:45:46,2026-08-12 21:41:41.391515
PO0002369,V00283,Metrics,542,2024-08-14 06:39:39,2026-08-12 21:41:41.391515
PO0002370,V01745,Action-items,657,2026-01-15 05:32:29,2026-08-12 21:41:41.391515
PO0002371,V03776,Platforms,82,2024-10-17 14:42:08,2026-08-12 21:41:41.391515
PO0002372,V03788,Roi,742,2024-08-03 20:47:05,2026-08-12 21:41:41.391515
PO0002373,V03467,Communities,311,2025-10-02 11:01:42,2026-08-12 21:41:41.391515
PO0002374,V02847,Niches,7,2025-05-07 01:48:21,2026-08-12 21:41:41.391515
PO0002375,V01177,Users,15,2024-09-21 13:11:01,2026-08-12 21:41:41.391515
PO0002376,V02861,Functionalities,887,2026-04-13 07:49:18,2026-08-12 21:41:41.391515
PO0002377,V00474,Platforms,657,2025-04-07 18:32:46,2026-08-12 21:41:41.391515
PO0002378,V04429,Communities,176,2025-11-15 11:07:39,2026-08-12 21:41:41.391515
PO0002379,V03504,Roi,215,2026-01-23 23:36:53,2026-08-12 21:41:41.391515
PO0002380,V00415,Functionalities,494,2025-07-14 00:55:36,2026-08-12 21:41:41.391515
PO0002381,V02300,Experiences,291,2025-09-22 22:32:38,2026-08-12 21:41:41.391515
PO0002382,V04692,Niches,975,2025-06-05 04:07:07,2026-08-12 21:41:41.391515
PO0002383,V04844,E-markets,735,2025-12-09 16:10:30,2026-08-12 21:41:41.391515
PO0002384,V02474,Action-items,219,2025-07-10 07:23:59,2026-08-12 21:41:41.391515
PO0002385,V00771,Markets,768,2025-11-03 11:53:07,2026-08-12 21:41:41.391515
PO0002386,V01764,Networks,461,2025-04-10 04:03:03,2026-08-12 21:41:41.391515
PO0002387,V03608,Communities,626,2025-11-13 19:00:46,2026-08-12 21:41:41.391515
PO0002388,V02916,Users,508,2025-10-26 10:06:42,2026-08-12 21:41:41.391515
PO0002389,V00932,Niches,-917,2025-08-10 20:21:19,2026-08-12 21:41:41.391515
PO0002390,V01871,Networks,314,2024-05-22 17:59:39,2026-08-12 21:41:41.391515
PO0002391,V00536,Partnerships,188,2025-02-13 12:50:07,2026-08-12 21:41:41.391515
PO0002392,V02164,Systems,319,2024-04-24 22:12:16,2026-08-12 21:41:41.391515
PO0002393,V01651,Schemas,785,2025-06-12 19:37:59,2026-08-12 21:41:41.391515
PO0002394,V02581,Action-items,605,2025-12-26 14:58:22,2026-08-12 21:41:41.391515
PO0002395,V02081,Communities,52,2025-11-08 09:19:04,2026-08-12 21:41:41.391515
PO0002396,V01603,Communities,931,2025-01-04 15:18:01,2026-08-12 21:41:41.391515
PO0002397,V02798,Systems,431,2024-12-07 04:20:25,2026-08-12 21:41:41.391515
PO0002398,V04878,Convergence,912,2025-06-14 00:31:14,2026-08-12 21:41:41.391515
PO0002399,V00189,Users,536,2026-02-01 12:13:22,2026-08-12 21:41:41.391515
PO0002400,V03989,Convergence,370,2024-06-20 20:30:20,2026-08-12 21:41:41.391515
PO0002401,V02159,Methodologies,306,2026-02-10 18:30:49,2026-08-12 21:41:41.391515
PO0002402,V01134,E-markets,709,2026-02-20 02:47:12,2026-08-12 21:41:41.391515
PO0002403,V02260,Niches,552,2026-03-25 14:58:42,2026-08-12 21:41:41.391515
PO0002404,V04311,Partnerships,175,2025-06-17 08:25:36,2026-08-12 21:41:41.391515
PO0002405,V01082,Infrastructures,13,2025-03-14 07:33:00,2026-08-12 21:41:41.391515
PO0002406,V01975,E-services,552,2025-04-25 20:33:53,2026-08-12 21:41:41.391515
PO0002407,V03864,Functionalities,54,2024-11-04 09:53:33,2026-08-12 21:41:41.391515
PO0002408,V00168,Infrastructures,144,2025-02-13 18:29:21,2026-08-12 21:41:41.391515
PO0002409,V00122,Niches,326,2024-10-25 06:15:42,2026-08-12 21:41:41.391515
PO0002410,V02295,Solutions,189,2024-05-19 13:35:03,2026-08-12 21:41:41.391515
PO0002411,V04731,Metrics,86,2024-05-27 08:35:21,2026-08-12 21:41:41.391515
PO0002412,V01878,Services,805,2024-05-05 22:00:12,2026-08-12 21:41:41.391515
PO0002413,V00686,Action-items,220,2026-04-03 15:33:38,2026-08-12 21:41:41.391515
PO0002414,V01085,E-services,884,2025-07-25 11:56:31,2026-08-12 21:41:41.391515
PO0002415,V01753,Solutions,436,2026-01-11 18:19:13,2026-08-12 21:41:41.391515
PO0002416,V02664,Infrastructures,863,2026-01-31 08:29:24,2026-08-12 21:41:41.391515
PO0002417,V02886,Users,562,2025-07-19 21:00:05,2026-08-12 21:41:41.391515
PO0002418,V04143,Relationships,733,2025-05-23 01:24:18,2026-08-12 21:41:41.391515
PO0002419,V00995,Systems,159,2024-11-19 09:59:01,2026-08-12 21:41:41.391515
PO0002420,V00923,Solutions,379,2025-10-01 12:23:48,2026-08-12 21:41:41.391515
PO0002421,V04508,Convergence,687,2024-10-05 04:50:04,2026-08-12 21:41:41.391515
PO0002422,V00776,Networks,320,2024-10-28 10:38:29,2026-08-12 21:41:41.391515
PO0002423,V01398,Niches,417,2025-03-21 13:00:03,2026-08-12 21:41:41.391515
PO0002424,V02988,Channels,826,2024-07-19 05:39:52,2026-08-12 21:41:41.391515
PO0002425,V02101,Experiences,951,2026-03-10 12:55:10,2026-08-12 21:41:41.391515
PO0002426,V04008,Methodologies,721,2024-07-02 04:18:26,2026-08-12 21:41:41.391515
PO0002427,V03628,E-business,852,2025-10-31 14:06:27,2026-08-12 21:41:41.391515
PO0002429,V02882,Web-readiness,109,2024-10-24 18:36:17,2026-08-12 21:41:41.391515
PO0002430,V02222,E-services,547,2025-03-30 04:03:13,2026-08-12 21:41:41.391515
PO0002431,V00900,Users,180,2024-06-21 01:45:07,2026-08-12 21:41:41.391515
PO0002432,V00592,Users,774,2026-04-10 00:36:06,2026-08-12 21:41:41.391515
PO0002433,V00812,Markets,458,2024-07-01 16:00:29,2026-08-12 21:41:41.391515
PO0002434,V01767,E-markets,355,2025-05-29 12:53:59,2026-08-12 21:41:41.391515
PO0002435,V01757,Systems,355,2026-03-04 08:56:30,2026-08-12 21:41:41.391515
PO0002436,V03504,Communities,901,2024-06-23 03:43:48,2026-08-12 21:41:41.391515
PO0002437,V02213,Channels,91,2024-12-21 06:28:46,2026-08-12 21:41:41.391515
PO0002438,V02855,E-markets,992,2024-06-28 19:53:08,2026-08-12 21:41:41.391515
PO0002439,V00824,Channels,746,2025-09-14 07:36:01,2026-08-12 21:41:41.391515
PO0002441,V01370,Web-readiness,209,2025-06-23 07:38:40,2026-08-12 21:41:41.391515
PO0002442,V01764,Methodologies,128,2025-09-01 14:02:58,2026-08-12 21:41:41.391515
PO0002443,V03739,Users,948,2025-01-29 21:55:12,2026-08-12 21:41:41.391515
PO0002444,V00223,E-markets,478,2025-10-09 06:55:16,2026-08-12 21:41:41.391515
PO0002445,V04803,Schemas,371,2024-11-05 06:51:29,2026-08-12 21:41:41.391515
PO0002447,V02184,Roi,868,2025-05-12 08:07:36,2026-08-12 21:41:41.391515
PO0002448,V02207,Paradigms,468,2024-08-05 22:19:54,2026-08-12 21:41:41.391515
PO0002449,V03991,Platforms,594,2025-11-28 17:14:33,2026-08-12 21:41:41.391515
PO0002450,V01989,Paradigms,601,2025-07-07 07:50:38,2026-08-12 21:41:41.391515
PO0002451,V03608,E-business,-386,2026-01-03 03:46:41,2026-08-12 21:41:41.391515
PO0002452,V03299,Users,783,2024-12-14 01:12:39,2026-08-12 21:41:41.391515
PO0002453,V04878,Convergence,57,2024-08-12 13:53:39,2026-08-12 21:41:41.391515
PO0002455,V02911,Convergence,283,2024-09-11 21:29:28,2026-08-12 21:41:41.391515
PO0002456,V04386,Channels,567,2025-08-24 22:37:20,2026-08-12 21:41:41.391515
PO0002457,V00810,Niches,436,2024-11-05 18:43:12,2026-08-12 21:41:41.391515
PO0002458,V04564,Platforms,8,2026-01-03 04:58:16,2026-08-12 21:41:41.391515
PO0002459,V02112,Roi,508,2026-02-05 13:30:57,2026-08-12 21:41:41.391515
PO0002460,V02861,Functionalities,360,2025-09-16 07:39:21,2026-08-12 21:41:41.391515
PO0002461,V03067,E-markets,265,2024-04-27 08:35:15,2026-08-12 21:41:41.391515
PO0002462,V03521,E-services,827,2024-06-10 03:29:57,2026-08-12 21:41:41.391515
PO0002463,V02065,Communities,837,2025-01-24 23:20:20,2026-08-12 21:41:41.391515
PO0002464,V00066,Infrastructures,233,2024-09-23 00:49:18,2026-08-12 21:41:41.391515
PO0002465,V04823,Niches,858,2024-12-25 14:53:34,2026-08-12 21:41:41.391515
PO0002466,V03650,E-tailers,503,2025-12-01 08:48:05,2026-08-12 21:41:41.391515
PO0002467,V02222,E-services,981,2024-10-20 18:41:41,2026-08-12 21:41:41.391515
PO0002468,V03168,E-services,520,2024-11-19 17:30:58,2026-08-12 21:41:41.391515
PO0002469,V04475,Channels,258,2025-03-04 16:41:13,2026-08-12 21:41:41.391515
PO0002470,V00673,E-tailers,141,2025-03-03 07:55:54,2026-08-12 21:41:41.391515
PO0002471,V00834,Communities,363,2024-05-11 06:53:00,2026-08-12 21:41:41.391515
PO0002472,V01577,Roi,723,2025-03-30 19:07:30,2026-08-12 21:41:41.391515
PO0002473,V02591,Users,770,2024-12-23 20:11:55,2026-08-12 21:41:41.391515
PO0002474,V03842,Communities,524,2025-02-03 07:50:11,2026-08-12 21:41:41.391515
PO0002475,V02654,Infrastructures,145,2025-07-08 10:22:16,2026-08-12 21:41:41.391515
PO0002476,V02075,Markets,939,2025-08-02 15:23:02,2026-08-12 21:41:41.391515
PO0002477,V04224,Channels,913,2025-07-25 21:21:35,2026-08-12 21:41:41.391515
PO0002478,V01060,Models,486,2024-10-29 11:39:08,2026-08-12 21:41:41.391515
PO0002479,V03085,Convergence,962,2024-11-24 02:49:47,2026-08-12 21:41:41.391515
PO0002480,V00811,Niches,969,2025-07-14 01:31:50,2026-08-12 21:41:41.391515
PO0002481,V04437,Users,785,2026-03-10 17:37:11,2026-08-12 21:41:41.391515
PO0002482,V00145,Bandwidth,839,2025-10-16 20:41:18,2026-08-12 21:41:41.391515
PO0002483,V02691,Schemas,592,2024-11-16 07:34:17,2026-08-12 21:41:41.391515
PO0002484,V03897,E-business,373,2026-02-17 11:57:16,2026-08-12 21:41:41.391515
PO0002485,V03552,Bandwidth,552,2025-02-26 03:08:58,2026-08-12 21:41:41.391515
PO0002486,V01446,Partnerships,200,2025-03-19 12:10:05,2026-08-12 21:41:41.391515
PO0002487,V04729,E-tailers,688,2025-03-27 00:30:37,2026-08-12 21:41:41.391515
PO0002488,V03325,Architectures,309,2024-08-11 04:07:39,2026-08-12 21:41:41.391515
PO0002489,V01608,E-business,623,2025-10-26 05:30:38,2026-08-12 21:41:41.391515
PO0002490,V02375,Niches,214,2024-05-29 16:37:52,2026-08-12 21:41:41.391515
PO0002491,V03422,Users,113,2024-07-01 04:15:00,2026-08-12 21:41:41.391515
PO0002492,V04518,Niches,272,2024-06-02 11:49:06,2026-08-12 21:41:41.391515
PO0002493,V03275,Communities,340,2025-06-19 14:55:14,2026-08-12 21:41:41.391515
PO0002494,V01560,E-commerce,106,2024-08-03 03:43:04,2026-08-12 21:41:41.391515
PO0002496,V02621,Channels,999,2026-03-03 11:34:50,2026-08-12 21:41:41.391515
PO0002497,V02999,Communities,301,2025-08-31 04:30:25,2026-08-12 21:41:41.391515
PO0002498,V01837,Roi,521,2025-10-30 00:55:20,2026-08-12 21:41:41.391515
PO0002499,V00066,Users,331,2024-04-30 11:02:06,2026-08-12 21:41:41.391515
PO0002500,V01337,Users,758,2026-01-07 05:47:03,2026-08-12 21:41:41.391515
PO0002502,V04808,E-markets,756,2025-10-18 15:18:31,2026-08-12 21:41:41.391515
PO0002503,V03303,Architectures,556,2025-12-07 01:51:01,2026-08-12 21:41:41.391515
PO0002504,V00289,Relationships,974,2025-06-10 17:15:40,2026-08-12 21:41:41.391515
PO0002505,V03215,Schemas,986,2026-03-26 00:27:51,2026-08-12 21:41:41.391515
PO0002506,V02745,Convergence,326,2024-06-28 03:45:55,2026-08-12 21:41:41.391515
PO0002507,V01105,E-tailers,131,2025-10-04 22:49:03,2026-08-12 21:41:41.391515
PO0002508,V01036,E-services,227,2025-05-16 19:15:39,2026-08-12 21:41:41.391515
PO0002509,V02918,Architectures,895,2024-08-14 05:31:54,2026-08-12 21:41:41.391515
PO0002510,V03321,Experiences,312,2026-04-03 02:20:49,2026-08-12 21:41:41.391515
PO0002511,V02001,E-services,329,2024-08-03 00:26:53,2026-08-12 21:41:41.391515
PO0002512,V00654,Users,205,2025-09-06 21:51:49,2026-08-12 21:41:41.391515
PO0002513,V02491,Communities,162,2024-10-07 19:43:58,2026-08-12 21:41:41.391515
PO0002514,V03302,Architectures,562,2025-05-21 17:30:31,2026-08-12 21:41:41.391515
PO0002515,V04761,Services,933,2025-03-30 23:59:02,2026-08-12 21:41:41.391515
PO0002516,V03378,Relationships,331,2025-07-25 07:03:47,2026-08-12 21:41:41.391515
PO0002517,V03762,E-business,359,2026-04-04 11:45:06,2026-08-12 21:41:41.391515
PO0002518,V02905,E-tailers,752,2025-12-04 19:10:24,2026-08-12 21:41:41.391515
PO0002519,V00699,E-markets,226,2024-11-28 11:15:58,2026-08-12 21:41:41.391515
PO0002520,V03268,Methodologies,281,2024-04-18 21:12:57,2026-08-12 21:41:41.391515
PO0002521,V02010,Schemas,343,2024-08-11 23:10:42,2026-08-12 21:41:41.391515
PO0002522,V04851,Communities,127,2026-03-10 19:42:37,2026-08-12 21:41:41.391515
PO0002523,V02801,Markets,825,2025-02-15 18:28:30,2026-08-12 21:41:41.391515
PO0002524,V00597,Markets,921,2024-08-05 07:43:54,2026-08-12 21:41:41.391515
PO0002525,V02067,Experiences,915,2024-05-14 04:01:52,2026-08-12 21:41:41.391515
PO0002526,V00462,E-commerce,430,2025-06-04 08:28:08,2026-08-12 21:41:41.391515
PO0002527,V02993,E-business,467,2025-01-12 06:12:48,2026-08-12 21:41:41.391515
PO0002528,V00162,Info-mediaries,813,2025-05-11 23:42:44,2026-08-12 21:41:41.391515
PO0002529,V04998,Paradigms,224,2026-03-08 03:34:40,2026-08-12 21:41:41.391515
PO0002531,V03163,Systems,925,2025-05-08 22:42:15,2026-08-12 21:41:41.391515
PO0002532,V00297,E-services,560,2024-11-07 13:42:06,2026-08-12 21:41:41.391515
PO0002533,V04729,E-tailers,365,2025-10-05 00:50:48,2026-08-12 21:41:41.391515
PO0002534,V00162,Info-mediaries,894,2024-12-26 06:10:25,2026-08-12 21:41:41.391515
PO0002535,V04893,E-commerce,955,2026-03-21 19:30:54,2026-08-12 21:41:41.391515
PO0002536,V00162,Channels,323,2024-08-01 14:20:31,2026-08-12 21:41:41.391515
PO0002537,V00873,E-services,160,2025-04-16 04:17:42,2026-08-12 21:41:41.391515
PO0002538,V03032,Niches,1000,2024-10-11 15:14:56,2026-08-12 21:41:41.391515
PO0002539,V03435,Solutions,274,2025-12-22 08:40:03,2026-08-12 21:41:41.391515
