vendor_id,vendor_name,total_spend
V01759,Lambert-Nelson,940328.4
V02876,"Scott, Mullins and Miller",938158.5700000001
V02421,Gibson-Thomas,934458.22
V03944,"Jones, Tran and Nichols",927104.66
V01688,"Salazar, Moore and Pierce",924188.1
V01621,Cole-Johnson,919503.09
V02146,"Dalton, Turner and Mccarthy",918571.6799999999
V00513,"Sullivan, Palmer and Brady",907296.3899999999
V00299,"Sparks, Jackson and Miller",904585.25
V04800,Howe-Brown,903825.96
V02089,Preston-Harper,894946.32
V04771,Fitzpatrick Group,887244.15
V03653,Jones PLC,885722.83
V02640,Johnson Ltd,885450.9299999999
V01297,Russell-Hayes,878729.6399999999
V02445,"Bass, Anderson and Taylor",878380.8
V02141,"Jimenez, Wagner and Daniels",876888.3200000001
V02685,Williams-Smith,876286.88
V04600,"Valdez, Williams and Richards",862307.9999999999
V02655,"Davis, Lucas and Ellison",860695.5
V04473,Griffin Group,846180.27
V04592,Miller Ltd,841789.02
V03777,Booth-Smith,840522.0800000001
V03253,Hayden-Garcia,836153.44
V02833,Padilla-Bennett,832929.12
V01263,Greer-Pruitt,829701.87
V03801,"Bennett, Ford and Sanchez",823868.04
V00311,"Beltran, Lozano and Mcgee",822660.96
V03791,Alvarado Inc,820875.4
V03562,Frost and Sons,812972.16
V03587,"Romero, Reilly and Mitchell",811928.4
V01452,Ramirez-White,801548.8499999999
V01599,Williams Ltd,800327.7000000001
V04622,Harris LLC,800083.0
V02487,"Pittman, Campbell and Martin",800020.0800000001
V01192,Wilson Ltd,799831.9
V03733,Roy Group,799275.0
V00932,Moore-Ayala,796825.8400000001
V00786,Vargas PLC,795859.05
V01140,Taylor and Sons,789784.55
V00538,"Jones, Compton and Day",781326.0800000001
V04430,Kramer Group,778798.8
V04271,Smith-Allen,778191.3999999999
V02676,Jackson Inc,776322.6900000001
V04702,Thomas-Jones,773816.0399999999
V04038,Martinez-Gould,771303.0599999999
V04806,Sanchez-Ballard,770283.5
V04002,Andrews-Hoffman,765713.48
V00143,Gibson Ltd,762755.56
V04662,"Thompson, Hardy and Walter",762322.48
V01589,"Ross, Hardin and Navarro",762156.8800000001
V01231,Ellis-Lawrence,757608.4500000001
V01112,Marquez-Fletcher,752813.46
V00675,Hill Ltd,750883.6799999999
V00258,"Bryan, Smith and Booth",748328.7000000001
V02424,Lewis-Miller,744329.44
V02016,"Wilkinson, Wallace and Torres",742165.2
V00550,Miller Ltd,734402.82
V02765,Conrad Group,725807.75
V02238,Hayes-Russo,721645.12
V03478,"Franklin, Gray and Sutton",718693.6799999999
V01485,Garcia PLC,716786.6699999999
V03274,Mooney Group,715961.9
V00074,"Stanley, Tucker and Lee",710031.99
V04558,Preston LLC,703797.5
V00031,Burton Ltd,697210.56
V03517,"Green, Horne and Mcdonald",692170.84
V02291,Tate Ltd,690962.58
V03155,Rodriguez-White,687681.8999999999
V01201,"Saunders, Ray and Cunningham",680983.3499999999
V03103,Boyd and Sons,677575.8
V04076,Krueger-Barnett,673432.52
V03850,Berry-Lewis,668279.82
V03909,Carter Group,666025.71
V00300,Harvey-Allen,662755.03
V00929,Nelson-Brown,660107.88
V00101,Figueroa PLC,644378.24
V02036,Morgan-Rodriguez,641553.75
V03218,Gordon Ltd,641468.82
V01074,Miller PLC,639844.7999999999
V01377,Winters PLC,623992.8
V01262,Harris-Melton,623261.24
V02297,"Castillo, Fuller and Adams",619181.3099999999
V03662,"Ferguson, Sanchez and Smith",614735.52
V00495,Brown Group,608965.0
V02753,Dorsey LLC,606238.99
V02112,"Perez, Rodriguez and Rollins",604167.2
V04301,Peterson LLC,596352.0
V04063,Johnson and Sons,596301.13
V01273,"Turner, Tyler and Pierce",588231.4099999999
V04185,"Lucero, Sanchez and Perez",586757.48
V03105,Carson PLC,583476.2
V01480,Martinez and Sons,583277.48
V00170,Hooper PLC,582634.56
V02776,"Martin, Carter and Gray",580064.5700000001
V01472,Davidson LLC,578570.4
V03932,Schneider-Matthews,575699.4
V01440,"Melton, Henry and Joyce",573073.06
V03817,"Flowers, Marshall and Miller",572802.31
V01156,Bryant-Meyer,572389.46
V03324,"Snyder, Hamilton and Maldonado",569149.84
V00729,Nichols-Mitchell,568689.27
V01843,Smith-Rodriguez,566151.3
V04830,Hernandez-Moore,566061.58
V00739,Walsh Ltd,565119.41
V01515,Martinez-Gonzales,562116.23
V00978,Parks-Pace,559405.29
V03784,Burke-Olson,559235.7999999999
V02859,Chen-Wallace,553365.0
V02954,Martin-Gomez,552882.5700000001
V03228,Barber Group,552096.37
V00756,Bowers-Hayes,546875.08
V02667,Clark-Williams,545934.0800000001
V03121,Russell-Figueroa,544911.06
V03226,Lopez-Delgado,541019.2
V01615,Hanson-Alexander,531368.46
V00844,Dunn-Wilson,531135.2999999999
V01691,White Ltd,530862.74
V00560,Anderson-Wood,528107.04
V01632,"Garcia, Stewart and Delacruz",520368.96
V01539,"Brown, Kelly and Moore",519798.85
V00469,Brown-Shaw,519440.1
V03325,"Wright, Rodriguez and Wilson",517788.21
V00785,Diaz-Frederick,511672.81
V03083,Allison-Delacruz,505721.88000000006
V02791,"Ramirez, Lyons and Briggs",502438.43000000005
V01111,"Owen, Walker and Franklin",501837.92999999993
V00427,Johnson-Wood,484361.85000000003
V01150,Smith-Ferguson,483285.08
V00112,"Shields, Cochran and Adams",479189.04000000004
V00218,Erickson and Sons,474559.35
V02162,Murray Group,473614.4
V00692,Atkinson LLC,473014.66
V03971,Lee Inc,468556.53
V00361,Henry Group,466356.0
V01352,Kaufman-Walker,465633.9
V02127,Martinez-Massey,462482.4
V03275,Martinez and Sons,462230.00000000006
V02960,Fisher PLC,458135.73
V03096,Jenkins-Rogers,457804.05
V04073,"Alexander, Vincent and Pacheco",444869.67
V02212,King-Lawrence,444582.61
V03867,"Wood, Carter and Stewart",441928.74
V02751,"Richardson, Brown and Cruz",440191.81
V02964,Anderson-Rosario,438371.05000000005
V04952,"Jones, Foster and Sanford",433224.60000000003
V02518,Smith-Simmons,422396.22
V00487,"Hartman, Romero and Smith",421321.27999999997
V02916,"Franklin, Mann and White",420134.0
V01069,Stokes and Sons,415929.27
V02345,Martin and Sons,415767.3
V04379,Navarro Inc,414693.62
V00919,"Walters, Davenport and Becker",413297.07999999996
V02829,"Ortega, Solis and Warner",403088.81
V01856,"Hall, Vega and Price",400214.79000000004
V03124,Willis-Christian,398847.25999999995
V00033,"Ferrell, Rice and Maddox",396889.15
V04515,"Hall, Zamora and Bridges",396574.5
V00122,Johnson-Carlson,395460.82
V03075,Reyes PLC,394011.36
V04523,Farrell PLC,390663.6
V00661,Foster Inc,383376.24
V04950,"Carpenter, Coffey and Wright",378986.51
V01595,Kane and Sons,377938.33
V00119,May-Ross,375969.92
V02927,"Jennings, Rhodes and Patel",374291.27999999997
V00295,"Brennan, Wallace and Benson",368914.26
V02056,Davis-Ortiz,366701.52
V01293,"Parks, Johnson and Love",366558.72000000003
V03505,Brown PLC,366172.69
V03223,johnson ltd,359913.24000000005
V04129,Warren-Ingram,359768.33999999997
V02175,Knight PLC,359459.79
V02716,Stewart-Buchanan,354512.4
V02901,Melton and Sons,354129.07
V00673,Nunez-Stephens,349507.62000000005
V01128,Knox-Powers,347546.64
V03467,Young Inc,344161.93000000005
V03430,"Bailey, Williamson and Powell",343791.2
V00882,Williams Ltd,337377.72
V00924,"Yang, Wilson and Zimmerman",336989.71
V03712,Miller-Booker,335057.30999999994
V01575,Sandoval-Ferguson,334171.55
V03910,"Mack, Cox and Moran",329172.32
V01795,"Berger, Fields and Smith",327511.26
V03298,"Barron, Church and Gutierrez",325132.13
V00769,Smith-Gutierrez,318300.89999999997
V04766,"Stevens, Howell and Mitchell",318044.16
V01876,Douglas-Yoder,317449.16
V04060,Barnes and Sons,316192.19
V01542,Quinn-Smith,314880.16
V00696,Rivera Inc,312199.64999999997
V01755,Garcia Ltd,307117.26
V00290,"James, Stewart and Higgins",305876.99
V00902,"Griffith, Mitchell and Pugh",304190.69
V00382,Bruce-Villegas,301227.05
V03398,Taylor-Jacobson,301086.78
V02611,Johnson-Gonzalez,299092.83
V04580,Duffy-Stanley,298730.6
V04238,Rodriguez-Vega,297919.26
V01100,Hill Group,297275.51999999996
V01068,Thompson-Joyce,295387.39999999997
V03707,"Miranda, Rivera and Ingram",291893.0
V02635,"Berry, Myers and James",290915.45999999996
V03933,"Edwards, Brooks and Grimes",288571.14
V02559,Davidson and Sons,284246.25
V03030,Moore-Hall,282138.24
V04850,Solomon-Le,276550.56
V01964,Ellis-Jackson,271676.6
V03747,Daniel Inc,269706.6
V04188,Perry-Arnold,269630.63999999996
V01725,"Shaffer, Lewis and Davidson",268137.5
V04174,Stout-Graves,264740.32
V04734,"Flowers, Berry and Ramirez",264148.92
V02035,"Estrada, Marsh and Chandler",262704.06
V00832,Lopez-Reid,262145.16000000003
V04958,Gray-Stone,261848.0
V03479,Tran Inc,261473.84000000003
V00776,"Weber, Wheeler and Gonzalez",260779.00999999998
V03077,"Underwood, Cruz and Carpenter",259478.09999999998
V00256,"Johnson, Miller and King",256095.96
V04384,Anderson-Reed,255287.45
V04555,"Daniels, Ward and Reynolds",253675.44999999998
V04346,Smith Inc,252922.75
V03273,Lang Group,250826.84000000003
V01569,Lee Ltd,250461.12
V04389,Sanchez and Sons,247322.09000000003
V01219,Velasquez Group,247065.84000000003
V04902,Day-Gonzalez,239735.52
V02990,"Smith, Arnold and Atkins",237426.6
V03632,Lamb-Coleman,234524.14
V00999,"Robinson, Huang and Osborne",233498.72
V00087,"Ferrell, Jones and Lewis",232313.22999999998
V02550,Hardy-Wallace,231464.88
V00826,Bruce-Williamson,230400.82
V00356,Strickland-Palmer,230003.06
V03567,Yoder Group,228867.61
V01261,"Edwards, Arnold and Smith",228016.94999999998
V00903,Abbott Ltd,227563.53
V00840,Miller Inc,226759.36000000002
V04957,Melton LLC,226187.5
V02659,"Quinn, Ellis and Bartlett",224754.6
V02043,Rhodes-Rosario,222847.23
V04984,Bradley-Smith,222722.62
V02271,Anderson-Stewart,219506.16
V04980,"Velazquez, Foley and Andrews",216100.80000000002
V03107,Delgado-Sullivan,214352.49
V02095,Smith Group,212688.96
V04414,"King, Webster and Brown",206492.52000000002
V02745,Parker-Archer,205728.82
V01851,Young-Alexander,200033.26
V00250,Ruiz Ltd,199331.44
V04586,Scott Group,198084.96
V00444,Collins Group,195083.15
V04645,Mejia Inc,193784.89
V00784,Bennett-Velasquez,193658.94
V02775,Sims-Weber,192316.66999999998
V02103,Wyatt Ltd,190964.62
V03008,"Mata, Martin and Christensen",186783.0
V03841,"Hoover, Carroll and Williams",185358.72
V01692,Barnes LLC,185143.0
V03502,"Alexander, Duran and Benton",183614.86000000002
V01732,Moore-Murray,181631.52
V03327,Patel LLC,176826.65
V03039,"Christensen, Smith and Garcia",174777.22999999998
V04670,Reilly-Gibson,174650.85
V03682,Williams Group,174174.97999999998
V02348,"Gallegos, Myers and Cook",173902.82
V04805,Sullivan and Sons,167257.96
V04128,Smith-Wilson,165282.3
V00158,"Miller, Hernandez and Reyes",158334.62
V02472,"Willis, Vasquez and Goodwin",157563.22999999998
V04970,Franco-Stuart,149009.59
V02375,"Adams, Hernandez and Vaughn",146930.5
V02889,Miller-King,144333.17
V02228,Ruiz-Gutierrez,144324.87
V00763,Smith LLC,143968.24000000002
V02109,Richardson-Lawrence,143878.25999999998
V02939,Evans-Carter,138745.38
V00358,"Williams, Logan and Camacho",137282.76
V03864,scott-johnson,135478.16999999998
V03621,"Best, Humphrey and Pittman",135364.71
V01253,Vega-Thomas,134825.09
V00862,Burns-Ray,133598.76
V02194,Washington-Esparza,130742.22
V00640,Boyle-Smith,130096.8
V00876,Alexander Inc,129117.68999999999
V02033,"Cantrell, Rivera and Thornton",127881.6
V02241,Richardson-Long,125983.9
V00754,Peterson PLC,124502.62
V01626,"Williams, Jackson and Campbell",122847.16
V03394,Wheeler-Short,120557.84000000001
V04537,Simon and Sons,119084.9
V01152,"Lee, Rhodes and Sims",116253.06
V02031,Gould LLC,114247.51999999999
V04392,Sharp Ltd,113185.5
V04245,Bauer Inc,112817.32000000007
V02680,Howard-Robinson,112178.0
V04102,Martinez-Bailey,112115.15
V03705,Baker Inc,110159.79999999999
V03455,"Evans, Wilson and Hall",108650.15000000001
V01383,Kent Inc,108406.35
V02750,Hicks-Burns,107839.2
V04302,Bell and Sons,106977.22
V00063,Wright and Sons,105084.48
V03001,"Dawson, Snow and Malone",102114.55
V04591,Wells PLC,99787.20000000001
V04133,"Peterson, Nelson and Travis",99409.45000000001
V00415,Dixon Inc,98855.1
V02281,Martin-Mcdonald,96711.12
V00632,"Mcdonald, Lee and Rodriguez",94039.0
V01522,Daniels and Sons,93413.12
V03976,Moore-Miranda,93260.16
V04986,Le-Coleman,92569.23
V03693,"Espinoza, Wells and Stewart",90674.45
V01317,King and Sons,89149.65
V01701,"Grant, Bryan and Williams",88506.88
V01911,Levy-Smith,86436.98
V02061,"Singh, Walker and Moody",83854.57
V02034,Kemp-Montes,83048.4
V01129,"Evans, Jackson and Sandoval",80622.08
V03295,Nelson-Jackson,79467.52
V04842,"Levy, Bowers and Huffman",78413.61
V00266,Gay Inc,77373.94
V04093,Gardner-Wilson,76934.88
V04469,Wright-Bennett,76768.94
V03874,Duncan and Sons,74367.48000000001
V03042,Thomas-Burton,73790.62
V02081,Mccall-Martin,67624.95999999999
V01246,"morris, wilson and bell",64724.19
V04255,"Webb, Price and Jimenez",64511.0
V00960,Bates-Anderson,59346.36
V01082,"Washington, Lynch and Johnson",54257.71
V00591,"Williams, Castillo and Warren",54205.74
V01144,Welch-Thompson,52438.61
V02229,Love-Mcdowell,51464.28
V01929,"Wood, Martin and Sanchez",51414.22
V01678,"Ellison, Vaughn and Mckee",48654.810000000005
V02527,"Coleman, Jones and Wright",47216.32
V02039,Griffin Inc,46201.92
V03452,"Carey, Mason and Kelly",44640.240000000005
V00913,Lewis-Livingston,44291.61
V04053,"Schneider, Price and Ruiz",42589.04
V01625,"Barnett, Bennett and Escobar",42572.04
V02643,"Warren, Gibson and Wood",38322.020000000004
V00168,Johnson-Rogers,37824.48
V02925,Hayden Group,37088.0
V03468,"Strong, Warner and Cannon",37078.759999999995
V00925,"Smith, Crawford and Reed",34971.04
V01663,Perez Group,34745.42
V03165,Parrish Ltd,33249.81
V01433,Moss LLC,31597.94
V04078,"Gonzalez, Robinson and Anderson",31073.47
V01905,"Lee, Dominguez and Mosley",29969.23
V02922,Blair Inc,28815.3
V02359,Barber-Harrison,27610.800000000003
V02425,"Fox, Chapman and Stone",26508.24
V03347,Carey LLC,25763.7
V03361,Roberts-Montes,22770.0
V02446,"Murray, Cole and Cole",20445.84
V04589,Avery-Cohen,20039.48
V03051,Smith and Sons,19273.25
V04504,Lewis-Herrera,17341.38
V02306,Price Group,16943.739999999998
V03611,"Johnson, Walters and Smith",16821.96
V02356,"Brown, Orozco and Butler",15933.199999999999
V00368,Gutierrez Group,14229.32
V02097,"Palmer, Brown and Wilson",13431.04
V01783,Allen-Sanchez,12132.63
V04967,Hammond-Kennedy,10954.36
V03081,Grant-Rosario,9229.64
V03168,Miller-Russo,8016.18
V01027,Rivera Inc,7977.32
V01945,Thompson-Santiago,7263.320000000001
V01988,Schmidt-Phillips,6968.34
V00175,Ramirez-Bean,2713.81
V04196,Heath-Andersen,2075.5
V02277,Stewart Group,1175.98
V04397,Hardin Inc,-62736.48
V00301,"Thomas, Murray and King",-131812.92
V02245,Gonzalez-Haynes,-205452.86
V03565,Ortiz PLC,-266322.92000000004
V04818,Underwood and Sons,-304599.33999999997
V00166,Medina-Navarro,-436991.33999999997
V02273,Porter LLC,-529163.2299999995
V02858,Hancock-Santos,-608804.92
V03286,Cameron PLC,-646421.4299999999
V04638,"Barber, Brooks and Cole",-669711.6800000002
V02416,"Zhang, Cunningham and Kline",-988685.38
V00313,Robinson-Lee,-1172360.4300000002
V03262,Gibbs-Howard,-1188772.05
V01824,Good PLC,-1298931.9
V02221,Fowler-Haynes,-1728408.9700000002
V01341,Knight PLC,-1948082.77
V02586,"Brooks, Greene and Rowland",-2105108.0999999996
V01393,Hinton-Lane,-2467873.1100000003
V00113,"Rodriguez, Brennan and Garrison",-2639078.3800000004
V04033,Fernandez Inc,-2685131.48
V00309,"Phillips, Spence and Barrett",-2785914.12
V03048,"Adams, Stephens and Smith",-4313241.58
V01720,"Daniel, Jimenez and Morton",-5005513.9799999995
V00417,"Mullen, Brewer and Hernandez",-5225121.0
V02025,Williams LLC,-5960251.73
V00611,Williams-Moses,-7397225.04
V04925,"Dunn, Ray and Vaughn",-8419261.95
V01820,Perez-Coleman,-10857072.93
V01418,"Jones, Phillips and Arroyo",
V04890,Gomez Group,
V04898,Lewis-Lee,
V03182,"Russell, Meyer and Smith",
V04810,Fernandez Group,
V04484,Taylor Inc,
V03556,Bartlett-Murphy,
V04465,Jacobs-Herrera,
V01134,Fisher-Eaton,
V03098,"Johnson, Potter and Gordon",
V01849,Larson and Sons,
