vendor_id,vendor_name,total_price_variance
V02916,"Franklin, Mann and White",-755940.8999999999
V03908,Gonzales Ltd,-764607.9000000001
V04129,Warren-Ingram,-767354.6900000001
V01843,Smith-Rodriguez,-777531.3
V02390,"Fisher, Perez and Pham",-779292.9000000001
V04580,Duffy-Stanley,-783656.2999999999
V02818,Peterson PLC,-786574.4699999995
V00290,"James, Stewart and Higgins",-786986.03
V03103,Boyd and Sons,-787937.76
V01233,Tran Group,-794299.7100000002
V02082,Moore and Sons,-796800.0
V04264,Hicks Ltd,-799603.3399999999
V00434,"Miller, Lucas and Williams",-807680.3499999999
V01239,Waller-Chavez,-813547.3500000001
V04182,Key-Ramos,-820095.8700000001
V02193,Sanchez LLC,-821348.1000000003
V03928,Scott-Perez,-825253.52
V00368,Gutierrez Group,-826108.68
V03616,"Vincent, Curry and Smith",-826225.4000000001
V01795,"Berger, Fields and Smith",-827288.1600000001
V04604,Gonzalez Group,-832298.0599999999
V00763,Smith LLC,-837936.9700000001
V01398,"Mann, Martin and Oconnell",-838728.7799999998
V02212,King-Lawrence,-838817.45
V03309,"Palmer, Edwards and Blackburn",-839074.2000000002
V04640,Mendez-Tyler,-840586.9200000009
V01333,Hammond-Lewis,-842595.1099999999
V03453,"Castaneda, Solis and Gonzales",-845730.1399999999
V00046,Spence PLC,-847063.6100000001
V03006,"Brown, Compton and Lee",-853417.5
V02229,Love-Mcdowell,-861717.3999999999
V00611,Williams-Moses,-865808.3999999994
V00026,Wilkerson-Day,-869441.8500000002
V03887,Jenkins-Fields,-878589.1500000001
V02034,Kemp-Montes,-879847.2
V03455,"Evans, Wilson and Hall",-882679.15
V03573,"Sellers, Strong and Gomez",-886678.0900000001
V00732,"Hernandez, Lee and Fox",-888858.6399999997
V02435,Williams-Hernandez,-890148.5999999999
V04577,Johnson Inc,-890551.1399999999
V01920,Hoover-Davis,-892195.9199999999
V00819,Smith-Lewis,-904844.26
V01755,Garcia Ltd,-908463.96
V03522,"Hill, Adams and King",-911032.5
V01294,Miller Inc,-916567.2699999993
V02685,Williams-Smith,-929009.0399999999
V01344,Brown LLC,-931623.6499999999
V00741,"Mueller, Knight and Hodge",-932375.5399999999
V00350,"Smith, Garrison and Thomas",-933341.7400000002
V04589,Avery-Cohen,-936844.12
V04259,Stevenson-Ferguson,-940251.1299999992
V00297,Howard-Jordan,-944923.68
V03071,Saunders LLC,-947026.0800000001
V02429,Thomas and Sons,-947832.4800000002
V01929,"Wood, Martin and Sanchez",-960047.66
V02745,Parker-Archer,-967144.2
V00316,"Lucas, Parker and Alexander",-969160.3600000001
V03297,Flores and Sons,-971629.56
V01728,Peterson-Ramsey,-973973.7100000001
V00142,Riggs PLC,-976248.75
V00640,Boyle-Smith,-976504.05
V00256,"Johnson, Miller and King",-977967.0599999998
V01872,Brown PLC,-978865.9199999999
V00994,"Wright, Mcknight and Stephens",-980524.1900000002
V03629,"Jenkins, Young and Carter",-983023.3400000001
V03611,"Johnson, Walters and Smith",-984523.44
V04411,"Phillips, Gutierrez and Davidson",-996208.8999999997
V02586,"Brooks, Greene and Rowland",-1002311.8999999998
V00692,Atkinson LLC,-1005797.4200000002
V01782,Patel-Morales,-1011964.2000000002
V03971,Lee Inc,-1012096.1500000001
V00632,"Mcdonald, Lee and Rodriguez",-1013443.28
V00050,"Harris, Collins and Carney",-1022432.5499999998
V03215,Anderson-Fields,-1023102.5
V04655,"Palmer, Edwards and Bullock",-1032431.3899999999
V01945,Thompson-Santiago,-1038958.0
V01708,"Thompson, Gibson and Riley",-1044054.1800000002
V04558,Preston LLC,-1045593.5
V03968,"Ruiz, Martin and Jones",-1046289.3600000001
V01094,Nicholson-Robertson,-1046676.9200000003
V03030,Moore-Hall,-1047221.28
V04844,"Henderson, Edwards and Sexton",-1047911.5499999991
V03632,Lamb-Coleman,-1049658.38
V00222,Harrison-Alexander,-1055891.1999999993
V00832,Lopez-Reid,-1058077.08
V00646,"Carrillo, Vaughn and Fowler",-1071518.0700000003
V01177,Kelley and Sons,-1078183.9200000002
V04311,Sutton Inc,-1090057.94
V01905,"Lee, Dominguez and Mosley",-1092428.47
V00389,Bennett Group,-1107988.7400000002
V01671,"Liu, Buchanan and Meyer",-1110427.35
V00205,Miller Ltd,-1118262.5999999999
V01266,Cole-Lucero,-1127434.5599999998
V03653,Jones PLC,-1128912.6500000001
V00615,Gilbert PLC,-1129368.05
V04984,Bradley-Smith,-1131629.31
V01493,"Ryan, Garza and Bryant",-1143034.6800000002
V01518,Collins-Lloyd,-1144511.5399999996
V03435,"Flynn, Garcia and Gilmore",-1150362.2800000005
V03538,"Wallace, Dixon and Young",-1152389.6999999997
V04432,"Whitehead, Hernandez and Shah",-1153765.81
V03533,Cohen Group,-1155111.4200000002
V03430,"Bailey, Williamson and Powell",-1160131.45
V00087,"Ferrell, Jones and Lewis",-1164880.39
V03301,Bray-Morris,-1171546.6499999994
V03224,"Knapp, Miller and Reyes",-1178810.8599999994
V01033,Williams Group,-1185965.1
V02136,Jimenez Inc,-1196156.1599999997
V00710,Edwards-Williams,-1196596.679999999
V03999,Rodriguez-Taylor,-1205344.88
V02031,Gould LLC,-1208564.84
V01383,Kent Inc,-1212286.66
V02162,Murray Group,-1227396.7999999998
V04116,English-Mcdonald,-1228370.6999999995
V00511,Mendez-Graham,-1241424.3000000003
V03649,Hall Ltd,-1246598.87
V03688,"Santos, Thomas and Mills",-1250346.6
V03814,Hughes-Nicholson,-1250462.69
V00282,Hughes-Alvarado,-1257614.9599999995
V01377,Winters PLC,-1265364.2
V04723,"Pena, Mueller and Mckay",-1265679.7999999998
V02588,"Lopez, Nichols and Clarke",-1266735.1900000002
V03658,"Johnson, Hill and Harris",-1273517.1800000004
V03636,Herrera Ltd,-1275584.7599999998
V02482,Medina Group,-1275655.2500000005
V00936,Mora-White,-1281530.1400000001
V02411,"Henderson, Wagner and Dennis",-1286538.6900000004
V01293,"Parks, Johnson and Love",-1295005.44
V02047,Hughes-Smith,-1299849.8400000005
V00258,"Bryan, Smith and Booth",-1300029.7799999998
V03459,Jones-Johnston,-1306934.0
V04905,"Peck, Wong and Perry",-1315593.4699999997
V04053,"Schneider, Price and Ruiz",-1316085.16
V01141,ortiz-hudson,-1319650.1999999997
V02737,"Medina, Tran and Thompson",-1322912.8
V01249,Rich-Henderson,-1333245.3
V01569,Lee Ltd,-1333711.6800000002
V00894,Bishop and Sons,-1347975.7799999998
V03253,Hayden-Garcia,-1363174.0800000003
V02451,Mann PLC,-1363875.72
V01589,"Ross, Hardin and Navarro",-1364212.92
V03237,"Jones, Mcdaniel and Brooks",-1364778.5699999996
V04818,Underwood and Sons,-1377498.8399999999
V01288,Jackson PLC,-1378734.0
V04702,Thomas-Jones,-1379511.7199999997
V01713,Neal LLC,-1392159.6300000001
V04726,"Marquez, Jones and Garcia",-1394972.3700000003
V00826,Bruce-Williamson,-1399173.7
V00757,Kelly Group,-1403476.5999999992
V03105,Carson PLC,-1415294.5999999999
V03571,Bass Inc,-1418518.5000000005
V00862,Burns-Ray,-1424730.24
V02691,"Jackson, Jackson and Perry",-1430313.44
V03262,Gibbs-Howard,-1439124.2
V03689,Lang Ltd,-1447196.64
V04478,"Woods, Thomas and Decker",-1458620.8200000003
V04282,Williams-Wang,-1460427.7000000002
V01854,Jackson Group,-1467873.7500000005
V04808,Castaneda-Garcia,-1469035.59
V04301,Peterson LLC,-1480729.6
V04458,Hanson Inc,-1483019.6500000004
V01201,"Saunders, Ray and Cunningham",-1484408.0
V04305,"Griffith, Johnson and Alexander",-1508483.8000000003
V02498,"woodard, warner and farmer",-1530314.1599999997
V00873,Kramer-Shannon,-1544841.8400000003
V03967,Freeman LLC,-1548291.0
V02901,Melton and Sons,-1555002.87
V00911,Best-Townsend,-1566831.2599999998
V01590,"Nguyen, Olson and Freeman",-1570310.29
V02216,Cox Ltd,-1573408.1399999997
V00149,Bryant Group,-1574824.3200000003
V02233,"Johnson, Williams and May",-1588651.9000000001
V03979,"Larson, Butler and Barber",-1593817.2
V04710,"Reed, James and Henry",-1600840.6
V01585,"Short, Ellison and Dixon",-1603069.1900000002
V03815,Green Group,-1603724.8500000006
V02424,Lewis-Miller,-1611574.08
V01472,Davidson LLC,-1612317.6
V04838,Douglas-Diaz,-1619935.4100000001
V03980,Cantu Group,-1620526.4300000004
V00958,"Miller, Davis and Anderson",-1622484.39
V00123,Chandler-Edwards,-1630180.0399999996
V01539,"Brown, Kelly and Moore",-1638353.75
V02954,Martin-Gomez,-1644879.1800000002
V03886,"Solomon, Reyes and Delgado",-1649384.7999999998
V03599,"Simmons, Wallace and Martinez",-1657184.5999999994
V01984,Sawyer Group,-1659303.0199999998
V03709,"Barnett, Kennedy and Jackson",-1671302.4000000001
V00990,Holland Group,-1675692.13
V02728,Thompson-Wright,-1688101.9899999998
V00563,Dougherty-Lin,-1705171.8999999997
V00559,Gross-Valencia,-1707236.4400000002
V03873,Foster and Sons,-1715429.3399999987
V02655,"Davis, Lucas and Ellison",-1718624.25
V02147,Jordan-Edwards,-1726939.1
V01972,Riley-Snow,-1728784.2000000004
V00738,Gray-Tran,-1734973.7900000007
V03884,Roberts-Patel,-1742464.9600000004
V00756,Bowers-Hayes,-1746775.1
V03437,Brown LLC,-1758075.0200000005
V00776,"Weber, Wheeler and Gonzalez",-1758304.28
V01584,Foley Inc,-1761591.9500000004
V01452,Ramirez-White,-1765582.08
V02067,"Castillo, Graham and Scott",-1766798.62
V01443,Ayers-Johnson,-1773092.02
V02910,"Faulkner, Schmidt and Wheeler",-1774242.4100000004
V04622,Harris LLC,-1776900.0799999998
V04088,Petty Inc,-1776966.7
V04610,Yang PLC,-1793617.789999999
V03891,Jackson Ltd,-1811760.7199999993
V01973,"Shah, Mcintyre and Villanueva",-1825006.99
V04111,"Jackson, Moore and Becker",-1834372.5999999999
V00901,Wright PLC,-1836463.4100000001
V03082,Brown LLC,-1844349.5500000003
V04752,Smith and Sons,-1848521.15
V04841,Lopez-Jimenez,-1849304.0399999998
V04260,Rasmussen Group,-1853058.4799999997
V01665,Newton and Sons,-1854262.2000000002
V00820,Goodwin-Stokes,-1863224.2999999998
V02215,Vega-Richmond,-1873863.6
V03330,"Adams, Harris and Floyd",-1876818.8700000006
V00266,Gay Inc,-1878185.6800000002
V01246,"morris, wilson and bell",-1888995.45
V04650,"Lawrence, Castro and Fleming",-1907069.4300000002
V03541,Johnson PLC,-1918108.7499999993
V04294,Perez Group,-1933356.03
V03061,Moreno-Greene,-1933473.92
V03158,Peterson-Munoz,-1936993.2400000005
V01788,"Caldwell, Stevenson and Joseph",-1939341.5799999996
V04588,Barker-Oliver,-1975301.7699999996
V01509,White LLC,-1975847.94
V03097,"Dominguez, Mitchell and Moore",-1985722.7199999995
V02273,Porter LLC,-1987947.2399999993
V03672,Brown Group,-1990593.0799999998
V01460,King-Garrison,-1991525.2799999993
V02152,Jensen-Gomez,-1994486.1600000006
V04542,Mckinney-Higgins,-1994793.4500000002
V04540,Gutierrez-Dudley,-2002363.560000001
V01465,Cooper-Jenkins,-2014297.689999999
V01825,Bush-Wilson,-2033188.46
V02269,Carpenter LLC,-2043507.8999999997
V02414,West PLC,-2048095.3200000003
V03026,"Rodriguez, Reese and Reyes",-2055743.3199999991
V02075,Duran PLC,-2063746.8900000008
V04489,"Clarke, Neal and Kelley",-2069764.6199999999
V02295,Hood and Sons,-2079404.2100000007
V04128,Smith-Wilson,-2084477.2
V02898,Sutton Group,-2088936.1600000001
V02345,Martin and Sons,-2093912.0999999999
V00527,osborn-cochran,-2096992.8000000007
V00925,"Smith, Crawford and Reed",-2097316.52
V01578,"Jordan, Swanson and Franklin",-2100145.2699999996
V02337,"Li, Jensen and Vazquez",-2134433.8000000003
V03705,Baker Inc,-2139080.0500000003
V04346,Smith Inc,-2160152.5
V04696,Hernandez-Beasley,-2166631.1999999993
V01192,Wilson Ltd,-2175229.14
V01297,Russell-Hayes,-2179638.4399999995
V02172,Davies-Morales,-2181960.88
V03791,Alvarado Inc,-2183972.82
V00477,Scott and Sons,-2196457.7399999993
V02481,Fernandez-Jackson,-2201524.0799999996
V01085,Vaughn-Williams,-2235291.2399999998
V02662,Hill Ltd,-2249053.6799999997
V02271,Anderson-Stewart,-2258471.46
V04246,Brown-Haas,-2263078.5300000003
V01735,"Stewart, Herrera and Clark",-2264285.23
V02097,"Palmer, Brown and Wilson",-2267955.2
V01980,Holland Inc,-2283847.21
V00522,Holmes-Mcintyre,-2318363.3599999994
V00343,Lopez-Martinez,-2320267.04
V03675,"George, Savage and Adams",-2326348.5000000005
V00020,"Reid, Ferguson and Sanchez",-2333518.75
V03963,Murphy Group,-2340878.8499999996
V03745,"Powell, Monroe and Caldwell",-2352359.57
V03134,Rubio PLC,-2368555.31
V04621,"Lopez, Gutierrez and Castro",-2381431.5
V03243,"Smith, Boyd and Scott",-2395107.3599999994
V01552,"Brown, Coffey and Fuentes",-2402172.5999999996
V03041,"michael, anderson and carrillo",-2414113.24
V00866,Gibson-Freeman,-2426867.3000000007
V03368,"Flowers, Williams and Taylor",-2436079.0999999996
V00959,Jones-Bradley,-2437513.8799999994
V04386,Miller-Cole,-2439761.31
V00560,Anderson-Wood,-2452264.48
V00173,White-Green,-2452446.0800000015
V01559,Duncan Group,-2458318.6
V01169,"Jennings, Smith and Fisher",-2466172.83
V03077,"Underwood, Cruz and Carpenter",-2475480.42
V01999,Flores LLC,-2500953.4600000004
V01409,Allen-Smith,-2503401.5999999996
V01877,"Pratt, Lopez and Rodriguez",-2527725.5999999996
V03895,Ellis Ltd,-2528539.9499999997
V03621,"Best, Humphrey and Pittman",-2530084.5899999994
V00785,Diaz-Frederick,-2535708.4699999997
V00183,Jackson-Lawson,-2551529.8899999997
V01352,Kaufman-Walker,-2578978.44
V01880,Hammond-Schwartz,-2582754.659999999
V02472,"Willis, Vasquez and Goodwin",-2588653.54
V04760,"Arnold, Williams and Jarvis",-2591903.4899999998
V04232,Nichols LLC,-2593315.5600000005
V00882,Williams Ltd,-2605107.0599999996
V02951,Ruiz LLC,-2626600.759999999
V02758,"Dawson, Cruz and Mccarthy",-2635133.64
V02917,Lindsey-Shaw,-2644073.0500000007
V02041,"Fox, Harrington and Wang",-2657739.66
V04045,"Howard, Cowan and Perry",-2661424.8
V03797,Davis-Sanchez,-2679015.2300000004
V03364,"Martin, Tucker and Brown",-2679478.4999999995
V00654,"Leach, Harris and Herrera",-2685791.7299999995
V00885,Lewis Inc,-2694401.780000001
V01069,Stokes and Sons,-2700992.2300000004
V00902,"Griffith, Mitchell and Pugh",-2712921.0300000003
V01343,Williams-Juarez,-2728217.36
V04946,Jensen Inc,-2730989.6499999994
V03817,"Flowers, Marshall and Miller",-2749482.9699999997
V02730,Nelson Group,-2779786.2
V02228,Ruiz-Gutierrez,-2801827.9599999995
V04380,James-Conway,-2802811.4400000004
V00569,Levy-Lewis,-2811129.4500000007
V02665,"Martinez, Wood and Campos",-2842778.84
V02397,Orr Inc,-2847126.1999999997
V01075,Arnold-Gates,-2863985.4399999995
V01237,"Andrade, Gordon and Cruz",-2865061.07
V01627,"Williamson, Brown and Pena",-2873149.8400000003
V00538,"Jones, Compton and Day",-2924304.0500000003
V00468,Wilkerson-Arias,-2954241.6
V02115,"Roberts, Bowen and Miller",-2972843.7300000014
V03324,"Snyder, Hamilton and Maldonado",-2975149.0
V02774,Bird-Savage,-2978420.6399999997
V04930,Rush PLC,-2986990.1500000004
V01777,Chavez-Johnson,-3032793.96
V00288,Morgan-Schwartz,-3037333.4000000004
V02123,Wilson Group,-3039859.8800000013
V00198,"Adams, Christian and Rivas",-3073392.4600000028
V04392,Sharp Ltd,-3111521.55
V04178,Baldwin PLC,-3111636.96
V00390,Moore-Collins,-3120519.9699999997
V01727,"Pierce, Wang and Wilson",-3139357.0599999996
V03048,"Adams, Stephens and Smith",-3152564.32
V03865,"Faulkner, Welch and Hoffman",-3154417.6899999995
V01005,"Bradford, Salinas and Kelly",-3173184.0
V00619,Smith PLC,-3184315.7599999993
V04369,Gomez Group,-3184359.2699999996
V02802,"Glover, Moran and Johnson",-3192747.22
V01885,Jones-Krause,-3235379.1399999997
V02571,"Wilson, Roberts and Lee",-3266717.8499999996
V04063,Johnson and Sons,-3279488.7300000004
V04639,Goodman and Sons,-3292022.9700000007
V00771,Armstrong and Sons,-3292818.8300000005
V03966,Garrett-Rodriguez,-3317761.75
V03376,"Collins, Elliott and Shelton",-3351746.33
V00265,Tran Inc,-3370157.5599999996
V01703,Thomas Inc,-3372493.419999999
V03933,"Edwards, Brooks and Grimes",-3415484.8
V04474,"Moore, Wallace and Edwards",-3426527.71
V03397,"Harris, Thomas and Yang",-3431245.9599999995
V01897,Fernandez Inc,-3432069.2
V01863,Scott PLC,-3436249.94
V01732,Moore-Murray,-3476342.36
V02889,Miller-King,-3477814.41
V00813,"Marsh, Spears and Yang",-3487020.62
V04671,"Silva, Hill and Bradley",-3490779.360000001
V04885,Mckay Inc,-3495357.2500000005
V01725,"Shaffer, Lewis and Davidson",-3526324.0
V03494,Deleon-Carter,-3552485.3000000003
V00784,Bennett-Velasquez,-3553212.88
V01029,Fields Inc,-3553993.0900000003
V04823,Moore-Parsons,-3623853.1999999997
V01748,Peterson Group,-3642074.9600000014
V04287,Harding LLC,-3645391.8999999994
V04729,Sanchez Inc,-3651295.2399999998
V00283,"Pollard, Simpson and Johnson",-3697685.53
V00572,"Smith, Rodriguez and Anderson",-3703353.8
V03356,"Thompson, Lozano and Bailey",-3708385.44
V00857,"Adams, Hodge and Duke",-3743331.42
V04168,Sloan Inc,-3763689.5
V00592,"Harvey, Randall and Hernandez",-3791154.3000000003
V04269,Williams Group,-3824247.4399999985
V03513,"Hamilton, Patterson and Daniel",-3911107.5399999996
V02749,Wise-Walton,-3912260.88
V04437,Perez-Tucker,-3915171.0000000005
V02486,"James, Bell and Chen",-3923693.88
V02798,Patterson-Huynh,-3930633.0299999993
V03628,Larsen-Shields,-3943612.999999999
V02965,Martinez LLC,-3998937.5999999996
V01989,Wolfe-Salazar,-4002674.07
V02161,Jackson-Ryan,-4036217.53
V01466,Dillon-Mccarty,-4134802.5200000005
V02981,Rogers Group,-4148953.8999999994
V04925,"Dunn, Ray and Vaughn",-4224050.549999999
V04418,Smith-Garner,-4284893.029999999
V01966,Clarke Ltd,-4298201.960000001
V02707,Reyes-Davidson,-4311886.600000001
V03303,"Miller, Hansen and Salas",-4391111.01
V00453,Harper and Sons,-4408095.84
V00713,"Butler, Hernandez and Rivera",-4470367.069999999
V01681,"Payne, Long and Morris",-4527719.75
V01850,Mullins-Gutierrez,-4527789.91
V04490,Olsen Group,-4580582.419999998
V03585,Evans LLC,-4684284.510000001
V01081,Humphrey-Baker,-4715622.57
V04993,Perez-Bernard,-4738997.880000001
V00420,Thompson Ltd,-4755394.8
V04714,"Newman, George and Patrick",-4821668.54
V03526,Johnson-Howard,-4839945.25
V02025,Williams LLC,-4870507.880000001
V02801,"Lee, Thomas and Meyer",-4892502.02
V02007,Mullen-Jones,-4967500.24
V01820,Perez-Coleman,-4996987.949999999
V01202,"Marks, Stone and Watts",-5042615.82
V02074,"Mayer, Palmer and Miranda",-5083411.239999998
V01577,Kirk-Gutierrez,-5150408.550000001
V04554,Olsen Group,-5203459.470000001
V04245,Bauer Inc,-5280308.82
V01531,"Evans, Ward and Williams",-5318151.66
V01034,"Barnes, Jackson and Gutierrez",-5325181.57
V05000,Scott PLC,-5329127.98
V01586,"Howe, Moore and Johnson",-5420632.94
V04556,"King, Taylor and Middleton",-5425195.52
V00795,"Barnes, Johnson and Schmitt",-5544855.58
V02585,Lee Group,-5618977.739999999
V01785,Peterson Ltd,-5623754.1
V02733,Wagner-Moss,-5640173.61
V04443,Frye Ltd,-5652476.440000001
V03487,"Wright, Brown and Brown",-5674814.880000001
V02861,Burns Ltd,-5686626.660000001
V00536,Parker Ltd,-5801709.63
V04795,Marshall and Sons,-5925805.200000001
V01322,"Hernandez, Knight and Aguirre",-5941831.839999999
V01199,Brown Ltd,-6081360.909999999
V02743,"Brooks, Sullivan and Perry",-6142930.34
V00056,Jones-Young,-6162784.14
V01160,Perez Ltd,-6392068.149999999
V01962,Harris-Martinez,-6497565.74
V02803,robles-turner,-6527709.36
V01622,Singh and Sons,-6550019.35
V04381,Price-Dominguez,-6620664.699999996
V00934,Williams Inc,-6810840.74
V01238,"Moon, Farmer and Hill",-6831780.540000001
V02678,Jackson-Powers,-6855317.160000001
V02119,Lopez-Jones,-6951984.859999999
V04366,Haney Ltd,-6970333.2
V00237,Warner-Gibson,-7180229.869999999
V04981,"Weeks, Burton and Madden",-7220010.599999999
V02045,"Harding, Kerr and Ward",-7782128.640000001
V00696,Rivera Inc,-8271915.749999998
V02256,Johnson LLC,-8689387.73
V02840,Todd-Myers,-8886032.669999996
V02060,Davenport-Torres,-9147674.51
V01135,Green-Carter,-10474617.76
V02312,Alvarez-Hart,-10855113.079999998
V01418,"Jones, Phillips and Arroyo",
V04890,Gomez Group,
V04898,Lewis-Lee,
V03182,"Russell, Meyer and Smith",
V04810,Fernandez Group,
V04484,Taylor Inc,
V03556,Bartlett-Murphy,
V04465,Jacobs-Herrera,
V01134,Fisher-Eaton,
V03098,"Johnson, Potter and Gordon",
V01849,Larson and Sons,
